-0.254745	-0.235392	-0.386238	-0.0063684	-0.326487	-0.167891	0.271725
-0.138977	-0.124832	-0.198995	-0.00317383	-0.156833	-0.0774205	0.130941
-0.0661981	-0.0573232	-0.0872781	-0.00147009	-0.0714898	-0.0336521	0.0486054
-0.0215697	-0.0163088	-0.0214052	-0.000264168	-0.00942874	-0.00425386	0.00467277
-0.00125933	-0.000302315	-0.000279427	-1.43051e-06	-3.24249e-05	-6.4373e-06	4.05312e-06
4.76837e-07	0.000148773	0	-7.15256e-07	1.43051e-06	-4.76837e-07	-0.000137091
-0.00080657	0.0014739	0.00776839	0.0163374	-0.00738072	0.0167842	-0.02754
-0.0173519	0.0177181	0.068996	0.103971	-0.0364404	0.0722516	-0.103069
-0.0570948	0.0530047	0.191744	0.26819	-0.0881898	0.166685	-0.226817
-0.120083	0.107318	0.376013	0.509486	-0.162632	0.285839	-0.374371
-0.193094	0.169156	0.583091	0.777715	-0.244509	0.445441	-0.584564
-0.298723	0.258347	0.87694	1.15189	-0.354904	0.634174	-0.815094
-0.407476	0.344897	1.14782	1.45659	-0.438129	0.770563	-0.977214
-0.48269	0.404094	1.33192	1.70452	-0.510752	0.891469	-1.1207
-0.548687	0.455453	1.48969	1.89132	-0.562252	0.974349	-1.21638
-0.591501	0.487794	1.58581	2.0005	-0.591067	1.01827	-1.26384
-0.611062	0.501093	1.62002	2.03304	-0.597955	1.02624	-1.26963
-0.610983	0.501526	1.61811	2.0415	-0.607797	0.985499	-1.25751
-0.570724	0.499659	1.60247	2.07942	-0.648719	0.854474	-1.22221
-0.46334	0.486722	1.58021	2.11665	-0.702943	0.708928	-1.18532
-0.363094	0.47112	1.56973	2.12609	-0.727158	0.651386	-1.17223
-0.332972	0.466845	1.56817	2.12679	-0.72959	0.643738	-1.16874
-0.316684	0.46171	1.5646	2.12897	-0.749631	0.572249	-1.14307
-0.22672	0.436587	1.55569	2.12067	-0.791326	0.42543	-1.09011
-0.0489931	0.37699	1.54515	2.06763	-0.830688	0.239897	-1.02588
0.18003	0.30128	1.53917	1.97578	-0.837651	0.1307	-0.992882
0.335719	0.261684	1.54041	1.90331	-0.834933	0.0914993	-0.982755
0.399091	0.250465	1.54175	1.88487	-0.83411	0.0874097	-0.982141
0.398304	0.251861	1.54121	1.89844	-0.835435	0.104331	-0.98856
0.331518	0.270593	1.53912	1.96611	-0.839653	0.171691	-1.01228
0.17396	0.323653	1.54245	2.05818	-0.831577	0.326329	-1.06793
-0.0634453	0.409894	1.55568	2.12273	-0.77389	0.592133	-1.15922
-0.359558	0.487566	1.58639	2.09984	-0.662931	0.916368	-1.24559
-0.591049	0.510307	1.63297	1.99643	-0.571354	1.17091	-1.29976
-0.706225	0.502934	1.67591	1.8841	-0.518205	1.33159	-1.3299
-0.749571	0.491673	1.70089	1.8158	-0.496576	1.39816	-1.34056
-0.760135	0.488292	1.70582	1.80595	-0.494853	1.39867	-1.3395
-0.757632	0.490642	1.69886	1.83697	-0.50831	1.33442	-1.32428
-0.733202	0.501003	1.67122	1.92758	-0.550337	1.1759	-1.28911
-0.657303	0.510376	1.62673	2.04378	-0.62806	0.935843	-1.23302
-0.511791	0.501592	1.59072	2.10819	-0.697981	0.75424	-1.18797
-0.390818	0.483547	1.57557	2.12529	-0.73403	0.666279	-1.16539
-0.335846	0.474938	1.57164	2.12756	-0.74084	0.654191	-1.16345
-0.333766	0.475281	1.57212	2.12685	-0.734589	0.681	-1.17489
-0.376784	0.486519	1.57999	2.11643	-0.699549	0.793081	-1.21032
-0.486878	0.504039	1.60098	2.07786	-0.642115	0.950151	-1.24855
-0.582623	0.510219	1.6201	2.0405	-0.610984	1.02622	-1.26295
-0.612421	0.510951	1.62496	2.03299	-0.607294	1.03175	-1.26347
-0.612872	0.510956	1.62497	2.03298	-0.607332	1.02994	-1.25994
-0.609393	0.506861	1.60545	1.99979	-0.594302	1.00207	-1.2191
-0.586279	0.484822	1.52654	1.89004	-0.558226	0.935255	-1.13038
-0.539956	0.443418	1.38617	1.70357	-0.49912	0.82935	-0.993772
-0.470418	0.382647	1.18437	1.44028	-0.41697	0.684356	-0.809264
-0.377671	0.302502	0.920682	1.10085	-0.311774	0.500846	-0.579784
-0.265073	0.208383	0.621571	0.732006	-0.203861	0.322812	-0.368246
-0.165783	0.129246	0.375782	0.433999	-0.1185	0.183574	-0.204477
-0.0896871	0.0685034	0.191571	0.213735	-0.0561862	0.0909083	-0.100333
-0.0426328	0.0313561	0.0825937	0.086421	-0.0211074	0.0286965	-0.02741
-0.0119715	0.00824261	0.0230758	0.0223627	-0.00600195	0.00750017	-0.00587916
