Acceleration
Time (Seconds),J1 (Degrees/s^2),J2 (Degrees/s^2),J3 (Degrees/s^2),J4 (Degrees/s^2),J5 (Degrees/s^2),J6 (Degrees/s^2)
28.000000,0.035650,-0.748600,0.458996,-0.000709,0.316926,0.043714
28.025000,0.023432,-0.773189,0.437139,-0.000270,0.305997,1.267702
28.049999,0.008598,-0.795046,0.448067,-0.001423,0.360639,-1.245846
28.074999,0.003163,-0.770457,0.458996,0.001493,0.316926,1.245846
28.100000,-0.014710,-0.732152,0.437105,-0.001096,0.295046,-1.267606
28.125000,-0.020935,-0.819635,0.458996,0.001007,0.349711,-0.021857
28.150000,-0.034749,-0.745868,0.448067,-0.000610,0.305997,1.223989
28.174999,-0.044802,-0.789582,0.448067,0.000179,0.338783,-1.311416
28.199999,-0.057673,-0.778654,0.458996,0.001330,0.316926,-0.043714
28.225000,-0.068597,-0.726688,0.426178,-0.000752,0.316901,-0.087421
28.250000,-0.079872,-0.784118,0.448067,0.000373,0.305997,-0.065571
28.275000,-0.090843,-0.805975,0.458996,-0.004389,0.360639,-0.109285
28.299999,-0.101473,-0.732207,0.448067,0.004609,0.284140,1.158418
28.324999,-0.113554,-0.754064,0.448067,-0.005050,0.327854,-2.622833
28.350000,-0.123960,-0.770398,0.404323,0.003558,0.338757,2.382225
28.375000,-0.139423,-0.764993,0.469924,0.006839,0.295069,-1.398844
28.400000,-0.144674,-0.751332,0.437139,-0.010320,0.349711,1.114704
28.424999,-0.158335,-0.748600,0.437139,0.000630,0.295069,-1.398844
28.449999,-0.170971,-0.740404,0.415282,0.003790,0.295069,-1.442558
28.475000,-0.180434,-0.786790,0.458961,0.007708,0.327829,3.562409
28.500000,-0.191334,-0.696690,0.415282,-0.010123,0.327854,-3.912392
28.525000,-0.203030,-0.778654,0.437139,0.002146,0.305997,2.273122
28.549999,-0.212251,-0.702154,0.404353,-0.004149,0.305997,-1.442558
28.574999,-0.227790,-0.784118,0.458996,0.001807,0.327854,-0.262283
28.600000,-0.232639,-0.688441,0.404323,0.002995,0.284119,-0.218553
28.625000,-0.249562,-0.726743,0.415282,0.002007,0.305997,1.005419
28.650000,-0.254087,-0.724011,0.415282,-0.005653,0.305997,-1.508129
28.674999,-0.268004,-0.729475,0.415282,0.000932,0.327854,0.983562
28.699999,-0.282603,-0.683029,0.404353,0.007675,0.262283,-2.797688
28.725000,-0.286253,-0.710296,0.404323,-0.006728,0.338757,2.207382
28.750000,-0.297459,-0.734940,0.426210,-0.006466,0.273212,-1.529986
28.775000,-0.312401,-0.661172,0.360639,0.008037,0.316926,-0.327854
28.799999,-0.321621,-0.707618,0.415282,0.002804,0.273212,0.917991
28.824999,-0.330586,-0.680297,0.404353,-0.007329,0.305997,-2.797688
28.850000,-0.339610,-0.666586,0.371540,-0.000037,0.295046,2.141817
28.875000,-0.350309,-0.674833,0.382496,0.000048,0.262283,-0.349711
28.900000,-0.362518,-0.663905,0.382496,-0.002864,0.305997,-1.639270
28.924999,-0.377374,-0.672101,0.382496,0.027344,0.262283,-0.371568
28.949999,-0.373959,-0.644780,0.360639,-0.033904,0.316926,-1.595556
28.975000,-0.393224,-0.636535,0.360612,0.016674,0.240408,2.098106
29.000000,-0.400682,-0.647512,0.382496,-0.011830,0.305997,-1.639270
29.025000,-0.412294,-0.617459,0.338783,0.015818,0.240426,0.830564
29.049999,-0.417160,-0.639315,0.360639,-0.019891,0.316926,-2.928830
29.074999,-0.433382,-0.603798,0.349711,0.027394,0.218569,2.032695
29.100000,-0.436935,-0.614680,0.349684,-0.022225,0.305974,-0.371540
29.125000,-0.448750,-0.603798,0.327854,0.007081,0.240426,-2.972544
29.150000,-0.457288,-0.576477,0.338783,-0.002582,0.229498,2.032695
29.174999,-0.466168,-0.573745,0.316926,0.005314,0.273212,-0.437139
29.199999,-0.474193,-0.592870,0.327854,-0.012511,0.262283,-1.748555
29.225000,-0.485597,-0.560041,0.327829,0.003080,0.240408,-1.726567
29.250000,-0.495026,-0.549156,0.295069,0.019793,0.273212,2.010839
29.275000,-0.496904,-0.579209,0.316926,-0.028657,0.218569,-1.770412
29.299999,-0.516541,-0.486317,0.295069,0.033456,0.229498,-0.480853
29.324999,-0.513809,-0.573745,0.295069,-0.019007,0.251355,0.743136
29.350000,-0.523673,-0.502671,0.273191,-0.021490,0.229480,-3.081593
29.375000,-0.541130,-0.532763,0.305997,0.033902,0.240426,3.234827
29.400000,-0.537886,-0.445335,0.262283,-0.017073,0.174856,-3.016258
29.424999,-0.557010,-0.524567,0.284140,0.015026,0.262283,-1.835983
29.449999,-0.553254,-0.472656,0.240426,-0.009678,0.207641,0.699422
29.475000,-0.564822,-0.478084,0.262263,-0.000684,0.218553,0.699369
29.500000,-0.572379,-0.442603,0.262283,-0.007672,0.185784,-0.568280
29.525000,-0.586381,-0.467192,0.240426,0.017924,0.240426,-1.835983
29.549999,-0.580575,-0.437139,0.240426,-0.022143,0.174856,-0.568280
29.574999,-0.599700,-0.385229,0.218569,0.016839,0.163927,-0.611994
29.600000,-0.598971,-0.483548,0.229480,-0.009545,0.251336,0.655658
29.625000,-0.609091,-0.349711,0.207641,0.010791,0.174856,-3.103685
29.650000,-0.610628,-0.415282,0.240426,-0.019034,0.152999,1.879697
29.674999,-0.626167,-0.368836,0.174856,0.013759,0.174856,-1.835983
29.699999,-0.624118,-0.366104,0.207641,-0.002035,0.196712,0.611994
29.725000,-0.633461,-0.385199,0.196697,-0.000965,0.163915,-3.147159
29.750000,-0.640169,-0.316926,0.174856,0.007066,0.163927,1.835983
29.775000,-0.641023,-0.338783,0.152999,-0.011369,0.163927,-0.611994
29.799999,-0.656904,-0.333318,0.207641,0.011715,0.131142,-1.923411
29.824999,-0.650415,-0.297801,0.142070,-0.007019,0.174856,-0.611994
29.850000,-0.661463,-0.325097,0.142059,0.000922,0.142059,-0.655658
29.875000,-0.667490,-0.234962,0.163927,0.001845,0.109285,-0.743136
29.900000,-0.666295,-0.311461,0.131142,-0.006028,0.152999,-0.611994
29.924999,-0.679443,-0.232230,0.131142,0.006892,0.120213,-0.699422
29.949999,-0.678760,-0.240426,0.120213,-0.002696,0.109285,0.568280
29.975000,-0.682465,-0.254068,0.109276,0.000619,0.152987,-0.699369
30.000000,-0.689689,-0.204909,0.120213,0.000366,0.076499,-1.879697
30.025000,-0.689518,-0.240426,0.098356,-0.004125,0.152999,-0.743136
30.049999,-0.697373,-0.161195,0.098356,0.004830,0.065571,-1.923411
30.074999,-0.698910,-0.180320,0.076499,-0.001510,0.087428,1.835983
30.100000,-0.698515,-0.180306,0.065566,-0.001534,0.109276,-0.699369
30.125000,-0.709155,-0.172123,0.076499,0.003905,0.120213,-3.234827
30.150000,-0.706252,-0.114749,0.076499,-0.005388,0.010928,1.792269
30.174999,-0.714107,-0.098356,0.032785,0.004383,0.109285,-1.967125
30.199999,-0.709668,-0.142070,0.054642,-0.005372,0.021857,0.568280
30.225000,-0.715760,-0.101081,0.043711,0.002831,0.098349,-3.234580
30.250000,-0.719742,-0.054642,0.021857,0.002348,0.032785,0.524567
30.275000,-0.719230,-0.122945,0.043714,-0.001284,0.087428,0.568280
30.299999,-0.720425,-0.016393,-0.021857,-0.000865,0.021857,-2.010839
30.324999,-0.722133,-0.038250,0.032785,0.001001,0.000000,0.524567
30.350000,-0.722931,-0.030051,-0.010928,-0.000640,0.087421,-3.234580
30.375000,-0.726060,-0.038250,-0.010928,-0.000295,-0.021857,1.835983
30.400000,-0.725206,0.008196,-0.021857,0.001203,0.032785,-2.010839
30.424999,-0.726743,0.027321,-0.010928,-0.001339,0.032785,-0.743136
30.449999,-0.726060,0.032785,-0.043714,-0.002254,-0.021857,-0.743136
30.475000,-0.724810,0.030051,-0.043711,0.004722,0.010928,0.568237
30.500000,-0.727597,0.087428,-0.065571,-0.003390,-0.010928,-1.967125
30.525000,-0.725889,0.002732,-0.021857,0.002919,-0.010928,-1.967125
30.549999,-0.724353,0.142070,-0.076499,-0.002296,-0.043714,1.748555
30.574999,-0.706423,0.245891,-0.163927,0.001745,-0.076499,3.059972
30.600000,-0.667781,0.396127,-0.240408,-0.003180,-0.142059,9.397767
30.625000,-0.656220,0.409818,-0.240426,-0.006406,-0.185784,9.529625
30.650000,-0.644780,0.398889,-0.251355,0.014387,-0.163927,10.841042
30.674999,-0.626679,0.469924,-0.273212,-0.003942,-0.185784,7.081648
30.699999,-0.610287,0.448067,-0.240426,-0.001828,-0.218569,9.748195
30.725000,-0.597947,0.420714,-0.284119,-0.003121,-0.109276,9.791162
30.750000,-0.580916,0.519102,-0.262283,-0.000621,-0.284140,9.923050
30.775000,-0.570842,0.442603,-0.284140,0.004270,-0.152999,9.966764
30.799999,-0.550009,0.458996,-0.273212,0.000620,-0.163927,7.387645
30.824999,-0.539764,0.546423,-0.305997,-0.004559,-0.262283,10.185333
30.850000,-0.520087,0.480816,-0.273191,0.005178,-0.196697,10.228268
30.875000,-0.505783,0.464460,-0.295069,-0.010332,-0.174856,10.316475
30.900000,-0.497758,0.551888,-0.295069,0.016908,-0.273212,7.693643
30.924999,-0.472998,0.486317,-0.284140,-0.012204,-0.152999,10.491331
30.949999,-0.463606,0.551888,-0.316926,-0.004745,-0.262283,9.223628
30.975000,-0.451106,0.491744,-0.295046,0.023324,-0.229480,9.266636
31.000000,-0.428259,0.551888,-0.305997,-0.023609,-0.218569,8.043354
31.025000,-0.418868,0.519102,-0.305997,0.005848,-0.196712,13.638730
31.049999,-0.405378,0.579209,-0.305997,0.006839,-0.284140,5.333093
31.074999,-0.390180,0.513638,-0.316926,-0.003251,-0.207641,13.857300
31.100000,-0.371540,0.557309,-0.305974,-0.008905,-0.229480,5.420107
31.125000,-0.364908,0.557352,-0.316926,0.012958,-0.284140,11.234467
31.150000,-0.343735,0.502710,-0.295069,-0.002842,-0.163927,9.923050
31.174999,-0.332806,0.611994,-0.316926,-0.000965,-0.305997,9.966764
31.199999,-0.314194,0.513638,-0.338783,-0.012778,-0.196712,10.097905
31.225000,-0.309047,0.551846,-0.273191,0.017144,-0.262263,8.654687
31.250000,-0.291312,0.584673,-0.338783,0.004275,-0.240426,11.759033
31.275000,-0.271504,0.551888,-0.316926,-0.025602,-0.229498,7.343931
31.299999,-0.270480,0.524567,-0.295069,0.031816,-0.251355,8.873918
31.324999,-0.244866,0.617459,-0.316926,-0.024856,-0.273212,12.065031
31.350000,-0.238701,0.475352,-0.305974,0.003202,-0.185770,10.665373
31.375000,-0.225912,0.601066,-0.316926,0.016138,-0.284140,6.032516
31.400000,-0.210202,0.530031,-0.305997,-0.012708,-0.240426,13.988441
31.424999,-0.196712,0.562816,-0.316926,-0.002525,-0.229498,6.163657
31.449999,-0.186979,0.568280,-0.305997,0.003367,-0.262283,12.677025
31.475000,-0.173476,0.529990,-0.295046,0.000746,-0.218553,7.867898
31.500000,-0.165122,0.540959,-0.316926,0.006701,-0.251355,11.234467
31.525000,-0.144290,0.540959,-0.284140,-0.021773,-0.262283,8.087068
31.549999,-0.140704,0.573745,-0.316926,0.014144,-0.207641,9.748195
31.574999,-0.125165,0.475388,-0.273212,-0.014503,-0.240426,13.289020
31.600000,-0.121741,0.584629,-0.305974,0.047580,-0.284119,6.600292
31.625000,-0.099552,0.513638,-0.316926,-0.035682,-0.174856,11.759033
31.650000,-0.089989,0.530031,-0.273212,-0.004427,-0.273212,8.480493
31.674999,-0.084866,0.508174,-0.284140,0.004731,-0.229498,8.567920
31.699999,-0.071718,0.530031,-0.295069,0.005163,-0.218569,13.857300
31.725000,-0.060614,0.491744,-0.273191,0.002543,-0.218553,8.742108
31.750000,-0.053959,0.524567,-0.284140,0.004755,-0.240426,6.994221
31.775000,-0.036884,0.519102,-0.284140,0.001985,-0.229498,12.502169
31.799999,-0.028004,0.475388,-0.251355,-0.038954,-0.240426,10.841042
31.824999,-0.024418,0.502710,-0.295069,0.035400,-0.207641,9.048773
31.850000,-0.011098,0.502671,-0.262263,-0.012693,-0.229480,7.343371
31.875000,-0.003074,0.475388,-0.273212,0.008776,-0.196712,14.862719
31.900000,0.003074,0.475388,-0.262283,0.004529,-0.229498,7.475073
31.924999,0.021601,0.475388,-0.262283,-0.010880,-0.218569,9.485912
31.949999,0.021003,0.458996,-0.240426,0.004661,-0.185784,9.573339
31.975000,0.030819,0.486280,-0.273191,-0.001530,-0.240408,9.660029
32.000000,0.044141,0.426210,-0.229498,-0.004672,-0.196712,11.715319
32.025002,0.046272,0.464425,-0.251336,0.007361,-0.218553,11.845557
32.050003,0.057882,0.420714,-0.240408,-0.002365,-0.163915,5.988345
32.075001,0.064978,0.464495,-0.240445,-0.003203,-0.218586,12.109669
32.100002,0.071798,0.442569,-0.240408,0.003872,-0.218553,10.140846
32.125000,0.078554,0.371596,-0.229515,-0.004150,-0.142081,10.317262
32.150002,0.084860,0.469888,-0.229480,0.009847,-0.229480,10.403109
32.175003,0.097324,0.398859,-0.229480,-0.020243,-0.174842,8.479846
32.200001,0.095717,0.398920,-0.207657,0.025116,-0.174869,10.623282
32.225002,0.108764,0.420714,-0.229480,-0.017781,-0.218553,10.752793
32.250000,0.113392,0.355202,-0.218586,0.003059,-0.131152,10.885586
32.275002,0.118582,0.387931,-0.185770,0.008886,-0.207625,6.644002
32.300003,0.126180,0.393395,-0.218553,-0.008057,-0.142059,13.331716
32.325001,0.129615,0.360667,-0.207657,0.003698,-0.185798,9.049463
32.350002,0.137620,0.382467,-0.196697,-0.006753,-0.185770,11.408451
32.375000,0.141825,0.366132,-0.185798,0.005468,-0.153010,9.224332
32.400002,0.145218,0.311438,-0.196697,0.009460,-0.131132,11.670715
32.425003,0.159817,0.366076,-0.174842,-0.023070,-0.196697,4.851870
32.450001,0.150107,0.333344,-0.196727,0.020006,-0.131152,14.251811
32.475002,0.165024,0.333293,-0.185770,-0.002484,-0.152987,9.703740
32.500000,0.169660,0.344273,-0.174869,-0.013123,-0.163940,12.284536
32.525002,0.171000,0.311438,-0.163915,0.013026,-0.142059,7.474503
32.550003,0.177147,0.295046,-0.174842,-0.007424,-0.131132,12.544926
32.575001,0.178797,0.316950,-0.163940,0.007789,-0.142081,7.694230
32.600002,0.185599,0.273191,-0.142059,-0.009884,-0.142059,7.780477
32.625000,0.188530,0.295091,-0.174869,0.009524,-0.109293,13.027730
32.650002,0.189099,0.295046,-0.152987,0.002460,-0.142059,10.577951
32.675003,0.200368,0.278655,-0.142059,-0.010258,-0.152987,13.419137
32.700001,0.199118,0.295091,-0.163940,0.001223,-0.109293,5.552086
32.725002,0.204765,0.224017,-0.131132,-0.005526,-0.120204,11.015058
32.750000,0.200442,0.278697,-0.131152,0.019096,-0.120222,11.191607
32.775002,0.215223,0.251336,-0.163915,-0.013132,-0.098349,8.567266
32.800003,0.211381,0.229480,-0.098349,0.000948,-0.131132,11.495872
32.825001,0.213292,0.245909,-0.142081,0.005711,-0.109293,11.672496
32.850002,0.220730,0.240408,-0.131132,-0.008463,-0.098349,8.916951
32.875000,0.220123,0.207657,-0.109293,0.006222,-0.098364,12.022234
32.900002,0.223206,0.240408,-0.142059,-0.003914,-0.109276,3.234580
32.925003,0.227175,0.202161,-0.098349,0.004241,-0.109276,18.402138
32.950001,0.226997,0.196727,-0.120222,-0.005017,-0.054647,6.426430
32.975002,0.232298,0.207625,-0.098349,0.003407,-0.120204,9.572609
33.000000,0.229217,0.234980,-0.120222,0.000709,-0.109293,12.984013
33.025002,0.238018,0.136595,-0.076493,-0.002438,-0.065566,9.966004
33.050003,0.235542,0.196697,-0.120204,0.000498,-0.076493,10.097136
33.075001,0.240829,0.174869,-0.087434,0.001090,-0.087434,3.541094
33.100002,0.236950,0.174842,-0.087421,-0.002616,-0.087421,20.631378
33.125000,0.245141,0.185798,-0.109293,0.002716,-0.087434,3.672246
33.150002,0.242585,0.152987,-0.087421,-0.002753,-0.054638,10.796504
33.175003,0.242798,0.131132,-0.054638,0.007511,-0.065566,14.555612
33.200001,0.250093,0.163940,-0.098364,-0.009245,-0.087434,7.563078
33.225002,0.247280,0.136595,-0.076493,0.005139,-0.043711,7.649345
33.250000,0.248471,0.169404,-0.076505,-0.002927,-0.098364,11.585061
33.275002,0.250887,0.114740,-0.076493,0.001982,-0.032783,11.801847
33.300003,0.252232,0.136595,-0.065566,0.001838,-0.065566,12.064111
33.325001,0.251630,0.120222,-0.076505,-0.004948,-0.076505,4.240570
33.350002,0.253641,0.125668,-0.054638,0.006493,-0.043711,12.501215
33.375000,0.257372,0.092899,-0.054647,-0.003544,-0.043717,17.005997
33.400002,0.253598,0.125668,-0.065566,-0.001070,-0.065566,4.545897
33.425003,0.259083,0.114740,-0.065566,-0.000588,-0.032783,8.960661
33.450001,0.255046,0.087434,-0.054647,0.003344,-0.043717,13.596053
33.475002,0.257013,0.114740,-0.054638,-0.002081,-0.065566,9.397767
33.500000,0.260681,0.076505,-0.032788,-0.000573,-0.043717,4.940045
33.525002,0.260385,0.076493,-0.054638,0.002086,-0.021855,14.468190
33.550003,0.258293,0.087421,-0.043711,-0.001043,-0.021855,14.992716
33.575001,0.261279,0.071040,-0.043717,-0.000641,-0.054647,5.289783
33.600002,0.262477,0.120204,-0.032783,0.000356,-0.076493,5.376397
33.625000,0.259848,0.027323,-0.054647,-0.000785,0.021859,21.377718
33.650002,0.263971,0.109276,-0.032783,0.001469,-0.054638,0.262263
33.675003,0.261506,0.043711,-0.032783,0.000548,-0.032783,11.277320
33.700001,0.263360,0.065576,-0.032788,-0.001227,-0.021859,11.628778
33.725002,0.262626,0.065566,-0.043711,0.000148,-0.043711,12.020400
33.750000,0.263211,0.032788,-0.010929,-0.000559,0.000000,18.710966
33.775002,0.266030,0.049174,-0.043711,0.001129,-0.021855,0.305974
33.800003,0.263330,0.054638,-0.010928,0.000015,-0.032783,6.644002
33.825001,0.264811,0.027323,-0.021859,-0.000685,0.000000,20.284788
33.850002,0.262786,0.103813,-0.043711,0.000553,-0.076493,0.262263
33.875000,0.265025,-0.005465,-0.010929,-0.000310,0.043717,21.814890
33.900002,0.266382,0.016391,0.000000,0.000158,-0.032783,7.824188
33.925003,0.263096,0.087421,-0.054638,0.000028,-0.043711,8.042740
33.950001,0.268280,0.000000,0.010929,-0.000098,0.010929,8.306271
33.975002,0.264803,0.043711,-0.032783,-0.000268,-0.032783,0.262263
34.000000,0.264769,0.016394,0.000000,0.000286,0.000000,17.224583
34.025002,0.266441,0.032783,-0.032783,0.000159,-0.010928,18.533272
34.050003,0.263288,0.010928,0.010928,-0.000160,-0.010928,10.053425
34.075001,0.268190,0.005465,-0.021859,0.000043,0.010929,10.535849
34.100002,0.264776,0.049174,-0.010928,0.000105,-0.043711,-10.009714
34.125000,0.266541,0.000000,0.000000,0.000176,0.010929,32.962780
34.150002,0.264984,0.016391,-0.010928,-0.000413,0.000000,12.676058
34.175003,0.268181,0.010928,-0.010928,0.000040,-0.021855,-12.151531
34.200001,0.264753,0.016394,-0.010929,0.000344,0.010929,41.137897
34.225002,0.266636,0.000000,0.000000,-0.000319,-0.010928,-28.193300
34.250000,0.264843,0.027323,0.000000,0.000312,-0.010929,28.722210
34.275002,0.268227,0.005464,-0.010928,-0.000077,-0.010928,37.372513
34.300003,0.264922,-0.021855,0.010928,-0.000089,0.010928,-36.804276
34.325001,0.264804,0.032788,-0.021859,0.000127,-0.010929,37.334499
34.350002,0.268277,-0.010928,0.000000,-0.000076,0.021855,0.262263
34.375000,0.264830,0.010929,0.010929,0.000092,-0.021859,26.492630
34.400002,0.266590,0.010928,-0.021855,0.000016,0.000000,0.262263
34.425003,0.266528,-0.016391,0.021855,-0.000073,0.000000,0.262263
34.450001,0.264847,0.005465,-0.010929,0.000122,0.010929,63.608547
34.475002,0.268333,0.000000,0.000000,-0.000117,-0.010928,-89.256927
34.500000,0.264763,0.021859,0.000000,0.000113,-0.010929,89.795158
34.525002,0.266603,-0.016391,0.000000,-0.00000100,0.010928,0.262263
34.550003,0.264858,0.000000,0.000000,0.000002,0.000000,0.262263
34.575001,0.134127,0.000000,0.000000,-0.00000052,0.000000,0.131152
34.600002,0.000010,0.000000,0.000000,0.000180,0.000000,20.019428
34.625000,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.957531
34.650002,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.038857
34.675003,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.951435
34.700001,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.044968
34.725002,-0.00000000016,0.000000,0.000000,0.000000,0.000000,39.995148
34.750000,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.001247
34.775002,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
34.800003,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
34.825001,0.000000,-0.005465,0.000000,-0.0000000026,0.000000,40.001247
34.850002,0.000000,0.005464,0.000000,0.0000000026,0.000000,39.995148
34.875000,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
34.900002,-0.00000000016,0.000000,0.000000,0.000000,0.000000,39.995148
34.925003,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.995148
34.950001,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.044968
34.975002,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
35.000000,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.001247
35.025002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.038857
35.050003,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.951435
35.075001,0.000000,0.000000,0.000000,0.000000,0.000000,40.044968
35.100002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
35.125000,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.957531
35.150002,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.038857
35.175003,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
35.200001,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.001247
35.225002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,39.995148
35.250000,0.00000000016,0.000000,0.000000,0.000000,0.000000,40.001247
35.275002,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
35.300003,0.000000,-0.005464,0.000000,-0.0000000026,0.000000,39.995148
35.325001,0.000000,0.005465,0.000000,0.0000000026,0.000000,40.001247
35.350002,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
35.375000,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.001247
35.400002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.038857
35.425003,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
35.450001,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
35.475002,0.000000,0.000000,0.000000,0.000000,0.000000,40.038857
35.500000,0.00000000016,0.000000,0.000000,0.0000000026,-0.010929,39.957531
35.525002,-0.00000000016,0.000000,0.000000,-0.0000000026,0.010928,40.038857
35.550003,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.951435
35.575001,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.044968
35.600002,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
35.625000,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.001247
35.650002,0.00000000016,0.000000,0.000000,0.000000,0.000000,39.995148
35.675003,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
35.700001,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.044968
35.725002,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.995148
35.750000,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
35.775002,-0.00000000016,-0.005464,0.000000,0.0000000026,0.000000,40.038857
35.800003,0.000000,0.005464,0.000000,-0.0000000026,0.000000,39.951435
35.825001,0.00000000016,0.000000,0.000000,0.000000,0.000000,40.001247
35.850002,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
35.875000,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.044968
35.900002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
35.925003,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
35.950001,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.044968
35.975002,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
36.000000,-0.00000000016,0.000000,0.000000,0.000000,0.000000,39.957531
36.025002,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.038857
36.050003,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
36.075001,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.957531
36.100002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.038857
36.125000,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.001247
36.150002,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
36.175003,0.000000,0.000000,0.000000,0.000000,0.000000,39.995148
36.200001,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.001247
36.225002,0.00000000016,-0.005464,0.000000,-0.0000000026,0.000000,39.995148
36.250000,-0.00000000016,0.005465,0.000000,0.0000000026,0.000000,40.001247
36.275002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.038857
36.300003,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
36.325001,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
36.350002,0.000000,0.000000,0.000000,0.000000,0.000000,40.038857
36.375000,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.957531
36.400002,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.038857
36.425003,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.951435
36.450001,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.044968
36.475002,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.951435
36.500000,0.000000,0.000000,0.000000,-0.0000000026,0.000000,40.044968
36.525002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
36.550003,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
36.575001,0.000000,0.000000,0.000000,0.000000,0.000000,40.001247
36.600002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,39.995148
36.625000,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
36.650002,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.995148
36.675003,0.000000,0.000000,0.000000,-0.0000000026,0.000000,39.995148
36.700001,0.00000000016,-0.005465,0.000000,0.0000000026,0.000000,40.001247
36.725002,-0.00000000016,0.005464,0.000000,-0.0000000026,0.000000,39.995148
36.750000,0.000000,0.000000,0.000000,0.000000,0.000000,40.001247
36.775002,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.038857
36.800003,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.951435
36.825001,0.000000,0.000000,0.000000,0.0000000026,0.000000,40.001247
36.850002,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.038857
36.875000,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.001247
36.900002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,39.951435
36.925003,0.00000000016,0.000000,0.000000,0.000000,0.000000,40.038857
36.950001,-0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.001247
36.975002,0.000000,0.000000,0.000000,-0.0000000026,0.000000,39.951435
37.000000,0.00000000016,0.000000,0.000000,0.0000000026,0.000000,40.044968
37.025002,-0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,39.995148
37.050003,0.000000,0.000000,0.000000,0.0000000026,0.000000,39.995148
37.075001,0.00000000016,0.000000,0.000000,-0.0000000026,0.000000,40.001247
