Acceleration
Time (Seconds),J1 (Degrees/s^2),J2 (Degrees/s^2),J3 (Degrees/s^2),J4 (Degrees/s^2),J5 (Degrees/s^2),J6 (Degrees/s^2)
0.000000,Null,Null,Null,Null,Null,Null
0.025000,-288.947052,-484.765137,387.863617,-6971.978516,-1.609497,6971.964844
0.050000,288.947052,484.765137,-387.863617,6971.978516,1.609497,-6971.964844
0.075000,2.842383,-19.999989,19.999989,20.000158,19.999998,-20.000158
0.100000,0.108856,-40.000023,40.000023,39.296131,40.000000,-39.296131
0.125000,0.000021,-39.999981,39.999981,13.201390,40.000011,-13.201390
0.150000,-0.000021,-40.000053,40.000011,0.000683,39.999985,0.000000
0.175000,0.000021,-39.999928,40.000004,-0.000683,39.999977,-0.000683
0.200000,0.000000,-39.999992,39.999958,0.000683,40.000027,0.000683
0.225000,-0.000021,-40.000053,40.000053,-0.000683,40.000019,0.000000
0.250000,0.000021,-39.999992,39.999889,0.000000,39.999992,0.000000
0.275000,-0.000021,-39.999969,40.000072,0.000683,39.999866,0.000000
0.300000,0.000021,-39.999969,40.000141,-0.000683,40.000240,0.000000
0.325000,-0.000021,-39.999969,39.999798,0.000000,39.999798,0.000000
0.350000,0.000021,-40.000015,40.000187,0.000683,40.000187,-0.000683
0.375000,-0.000021,-40.000309,39.999798,-0.000683,39.999798,0.000683
0.400000,0.000021,-39.999626,39.999969,0.000683,39.999969,0.000000
0.425000,-0.000021,-26.358719,40.000309,-0.000683,40.000309,0.000000
0.450000,0.000021,-0.606521,39.999626,0.000000,39.999626,0.000000
0.475000,0.000000,0.000000,40.000359,0.000683,40.000359,0.000000
0.500000,-0.000021,0.000000,39.999969,-0.000683,39.999969,-0.000683
0.525000,0.000021,0.000000,39.999676,0.000342,39.999676,0.000683
0.550000,-0.000021,0.000000,40.000359,0.000000,40.000359,0.000000
0.575000,0.000021,0.000000,39.999580,-0.000342,39.999580,0.000000
0.600000,-0.000021,0.000683,40.000359,0.000342,40.000359,-0.000342
0.625000,0.000021,-0.000683,40.000263,0.000000,40.000263,0.000342
0.650000,-0.000021,0.000000,39.999676,0.000000,39.998993,0.000000
0.675000,0.000021,0.000000,39.999676,-0.000342,40.001724,0.000000
0.700000,0.000000,0.000000,40.000263,0.000342,39.998898,-0.000342
0.725000,-0.000021,0.000683,40.000359,0.000000,39.998993,0.000342
0.750000,0.000021,-0.001366,39.998898,0.000000,40.001629,0.000000
0.775000,-0.000021,0.001366,40.001724,-0.000342,39.998993,-0.000342
0.800000,0.000021,-0.001366,39.998993,0.000342,40.000359,0.000342
0.825000,-0.000021,0.001366,40.000263,0.000000,40.000263,0.000000
0.850000,0.000021,-0.001366,39.998993,0.000000,40.000359,-0.000342
0.875000,-0.000021,0.001366,40.001629,-0.000342,39.998898,0.000342
0.900000,0.000021,-0.001366,39.998993,0.000342,40.000359,0.000000
0.925000,0.000000,0.001366,39.998993,0.000000,40.001724,-0.000342
0.950000,-0.000021,-0.001366,40.002995,0.000000,39.997532,0.000342
0.975000,0.000021,0.001366,39.997627,-0.000342,40.000359,0.000000
1.000000,-0.000021,0.000000,40.000263,0.000342,40.000263,-0.000342
1.025000,0.000011,-0.001366,40.000359,0.000000,40.000359,0.000342
1.050000,0.000011,0.001366,40.000359,0.000000,40.000359,0.000000
1.075000,-0.000011,-0.001366,40.000359,-0.000342,40.000359,-0.000342
1.100000,0.000000,0.001366,39.997433,0.000342,40.000168,0.000342
1.125000,0.000000,-0.001366,40.003090,0.000000,39.997627,0.000000
1.150000,0.000000,0.001366,39.997627,0.000000,40.003090,-0.000342
1.175000,0.000000,-0.001366,40.003090,-0.000342,39.997627,0.000342
1.200000,0.000000,0.001366,39.658848,0.000342,40.000359,0.000000
1.225000,0.000000,0.000000,15.130177,0.000000,40.000168,-0.000342
1.250000,0.000000,-0.001366,0.002732,-0.000342,40.000359,0.000342
1.275000,0.000011,0.000000,-0.002732,0.000342,39.997627,0.000000
1.300000,-0.000011,0.002732,0.005464,0.000000,-0.781374,-0.000342
1.325000,0.000000,-0.002732,-0.005464,0.000000,-40.003090,0.000342
1.350000,0.000000,0.000000,0.000000,-0.000342,-39.997433,0.000000
1.375000,0.000000,0.000000,-15.818733,0.000342,-39.997627,-0.000342
1.400000,0.000000,0.002732,-39.757202,0.000000,-40.003090,0.000342
1.425000,0.000000,-0.002732,-39.997627,0.000000,-39.997627,0.000000
1.450000,0.000000,0.000000,-39.997627,-0.000342,-39.997627,0.000000
1.475000,0.000000,0.002732,-40.008362,0.000342,-40.008362,-0.000342
1.500000,0.000000,-0.002732,-39.992161,0.000000,-39.992161,0.000342
1.525000,0.000011,0.000000,-40.003090,-0.000171,-40.003090,-0.000171
1.550000,-0.000011,0.000000,-39.997627,0.000171,-39.997627,0.000000
1.575000,0.000000,0.002732,-40.003090,-0.000171,-40.003090,0.000171
1.600000,0.000000,-0.002732,-40.002899,0.000171,-40.002899,-0.000171
1.625000,0.000000,0.000000,-39.992161,-0.000171,-39.992161,0.000000
1.650000,0.000000,0.000000,-40.003090,0.000171,-40.003090,0.000171
1.675000,0.000000,0.002732,-40.003090,-0.000171,-40.003090,-0.000171
1.700000,0.000000,-0.002732,-39.997627,0.000171,-39.997627,0.000171
1.725000,0.000000,0.000000,-40.002899,-0.000171,-40.002899,-0.000171
1.750000,0.0000053,0.002732,-39.997627,0.000171,-39.997627,0.000000
1.775000,-0.0000053,-0.002732,-39.997627,-0.000171,-39.997627,0.000171
1.800000,0.000000,0.000000,-40.003090,0.000171,-40.003090,-0.000171
1.825000,0.0000053,0.000000,-39.997627,-0.000171,-39.997627,0.000000
1.850000,-0.0000053,0.002732,-40.002899,0.000171,-40.002899,0.000171
1.875000,0.000000,-0.002732,-39.997627,-0.000171,-39.997627,-0.000171
1.900000,0.000000,0.000000,-39.997627,0.000171,-39.997627,0.000000
1.925000,0.0000053,0.000000,-40.003090,-0.000171,-40.003090,0.000171
1.950000,-0.0000053,0.002732,-40.003090,0.000171,-40.003090,-0.000171
1.975000,0.000000,-0.002732,-39.997433,-0.000171,-39.997433,0.000000
2.000000,0.000000,0.000000,-39.997627,0.000171,-39.997627,0.000171
2.025000,0.000000,0.002732,-40.002899,-0.000085,-40.002899,-0.000171
2.050000,0.0000053,-0.002732,-39.997433,0.000000,-39.997433,0.000085
2.075000,-0.0000053,0.000000,-40.003281,0.000000,-40.003281,0.000000
2.100000,0.000000,0.000000,-39.997433,0.000000,-39.997433,-0.000085
2.125000,0.000000,0.002732,-40.003281,0.000000,-40.003281,0.000085
2.150000,0.0000027,0.748586,-39.997433,0.000000,-39.997433,0.000000
2.175000,-0.0000027,26.998270,-40.002899,0.000000,-40.002899,0.000000
2.200000,0.0000027,39.997818,-39.986889,0.000000,-39.986889,-0.000085
2.225000,-0.0000027,40.002899,-40.019291,0.000000,-40.019291,0.000085
2.250000,0.0000027,40.000549,-39.986889,-0.000043,-39.986889,-0.000043
2.275000,-0.0000027,39.997433,-40.008362,0.000043,-40.008362,0.000043
2.300000,0.000000,40.002899,-39.986507,0.000000,-39.986507,-0.000043
2.325000,0.0000027,39.997818,-40.008747,0.000000,-40.008747,0.000043
2.350000,-0.0000013,39.997433,-40.008362,0.000000,-40.008362,-0.000043
2.375000,-0.0000013,40.003281,-39.986889,0.000000,-39.986889,0.000026
2.400000,0.0000013,40.002899,-40.008362,0.000000,-40.008362,-0.000026
2.425000,0.000000,39.991970,-39.997433,0.000000,-39.997433,0.000034
2.450000,0.000000,40.008747,-39.997818,-0.0000085,-39.997818,-0.000017
2.475000,-0.00000027,39.991970,-39.997433,-13.845663,-39.997433,13.845548
2.500000,-194.281860,114.955475,-79.853569,947.134277,219.507141,-646.330994
2.525000,126.702965,-30.282211,7.387505,-675.615173,-190.108032,471.316071
2.550000,66.031349,-25.512026,13.343407,-330.154968,-88.671906,235.062027
2.575000,0.994097,0.054642,-0.098355,0.004610,0.021857,0.992261
2.600000,0.960641,0.000000,0.010928,0.004866,-0.010928,0.958187
2.625000,0.800695,0.568275,-0.305994,0.800332,1.999891,-109.223724
2.650000,1.156517,-0.371561,0.174852,-0.985251,-1.223965,47.971394
2.675000,0.983608,-0.016392,0.032785,-0.115601,-0.109283,1.040063
2.700000,0.988313,0.043713,-0.032785,-0.132165,0.295066,-25.166317
2.725000,0.933811,-0.065570,0.043713,0.136433,-0.316920,27.085865
2.750000,1.004663,0.103819,-0.065570,-0.230606,0.535490,-45.220295
2.775000,0.942605,-0.049177,0.032785,0.105441,-0.229493,21.009666
2.800000,0.978314,0.010928,-0.010928,-0.099123,0.207637,-19.092270
2.825000,0.977704,0.049178,-0.021857,-0.083585,0.174854,-15.942435
2.850000,0.975465,0.016392,-0.010928,-0.074193,0.174852,-13.930801
2.875000,0.972753,-0.010928,0.000000,-0.067705,0.163925,-12.503587
2.900000,0.946949,-0.049177,0.043713,0.072485,-0.163924,14.420865
2.925000,0.986969,0.005464,-0.010928,-0.133444,0.305991,-24.879892
2.950000,0.971397,0.000000,0.000000,-0.058825,0.120212,-10.563290
2.975000,0.971847,-0.043713,0.010928,-0.056520,0.163924,-9.860194
3.000000,0.961686,-0.032785,0.010928,-0.000171,-0.010928,0.961525
3.025000,0.979396,0.000000,0.021857,-0.105953,0.240422,-19.009882
3.050000,0.958955,-0.092890,0.043713,-0.001025,0.021857,0.959126
3.075000,0.979944,-0.005464,0.000000,-0.099124,0.218567,-17.259987
3.100000,0.960131,-0.109283,0.054641,-0.000768,0.032785,0.961345
3.125000,0.976061,-0.016393,0.021857,-0.095452,0.207639,-15.905893
3.150000,0.976611,-0.071034,0.032785,-0.088963,0.196709,-14.811550
3.175000,0.967772,-0.076498,0.054641,-0.044823,0.131139,-6.576081
3.200000,0.964610,-0.114748,0.043713,-0.044738,0.120212,-6.371578
3.225000,0.968325,-0.109283,0.054641,-0.045335,0.120211,-6.176175
3.250000,0.964898,-0.087427,0.076499,-0.044909,0.098355,-6.005136
3.275000,0.974003,-0.120211,0.043713,-0.082047,0.229493,-12.483489
3.300000,0.968304,-0.120211,0.054641,-0.080254,0.196709,-11.914879
3.325000,0.972176,-0.125676,0.087427,-0.079828,0.185782,-11.404090
3.350000,0.963843,-0.174852,0.076498,-0.043030,0.142067,-5.050564
3.375000,0.959626,-0.142069,0.098355,-0.044482,0.098355,-4.945768
3.400000,0.969157,-0.180316,0.076498,-0.076754,0.240422,-10.552602
3.425000,0.979467,-0.142067,0.076498,-0.142921,0.295063,-20.996605
3.450000,0.945602,-0.245888,0.142069,0.019893,0.043713,6.326158
3.475000,0.973682,-0.169388,0.109283,-0.106721,0.229493,-14.913662
3.500000,0.961696,-0.224031,0.087427,-0.076840,0.218567,-9.268620
3.525000,0.960065,-0.224029,0.142067,-0.077266,0.207637,-9.009668
3.550000,0.962029,-0.256814,0.131139,-0.076156,0.218565,-8.766515
3.575000,0.958665,-0.245888,0.131140,-0.074791,0.196711,-8.548714
3.600000,0.957205,-0.256814,0.142067,-0.078632,0.229493,-8.334848
3.625000,0.965325,-0.267745,0.142069,-0.129860,0.305994,-17.059860
3.650000,0.939275,-0.344240,0.196709,0.007428,0.076498,5.393097
3.675000,0.961516,-0.295063,0.142067,-0.137372,0.360633,-16.529678
3.700000,0.955720,-0.300530,0.174854,-0.102539,0.218567,-11.739114
3.725000,0.942392,-0.387953,0.207637,-0.049689,0.218565,-3.205396
3.750000,0.954439,-0.322387,0.152997,-0.134982,0.360636,-15.329081
3.775000,0.944782,-0.349704,0.207637,-0.076412,0.185780,-6.985891
3.800000,0.938635,-0.437130,0.240422,-0.081791,0.262278,-6.872510
3.825000,0.937876,-0.409814,0.207639,-0.080255,0.284137,-6.752364
3.850000,0.946063,-0.382489,0.218565,-0.131139,0.305991,-14.119313
3.875000,0.931216,-0.453527,0.240424,-0.083329,0.284137,-6.435441
3.900000,0.931805,-0.480844,0.240422,-0.109709,0.349704,-9.940619
3.925000,0.930866,-0.426202,0.251350,-0.106721,0.240422,-9.731617
3.950000,0.924642,-0.530026,0.273209,-0.109711,0.371564,-9.540463
3.975000,0.915925,-0.524557,0.295063,-0.060959,0.240422,-2.514866
4.000000,0.925069,-0.480848,0.251352,-0.159486,0.382493,-16.015520
4.025000,0.909948,-0.595590,0.316920,-0.091951,0.327848,-5.707284
4.050000,0.907558,-0.562805,0.295063,-0.106294,0.338776,-8.913363
4.075000,0.912339,-0.546413,0.316920,-0.141897,0.382489,-11.937759
4.100000,0.897330,-0.633851,0.316926,-0.110053,0.349711,-8.563822
4.125000,0.896117,-0.617447,0.349704,-0.114747,0.360633,-8.429787
4.150000,0.884165,-0.639303,0.327848,-0.102026,0.338776,-5.236003
4.175000,0.893215,-0.677552,0.371561,-0.156155,0.437130,-14.225863
4.200000,0.871187,-0.721265,0.371561,-0.093402,0.382489,-5.057053
4.225000,0.881620,-0.677565,0.371568,-0.171611,0.415282,-13.763041
4.250000,0.859576,-0.710337,0.393417,-0.091268,0.360633,-4.893129
4.275000,0.862820,-0.792299,0.404346,-0.148812,0.480844,-10.529380
4.300000,0.852234,-0.726729,0.404346,-0.118674,0.349704,-7.548696
4.325000,0.848306,-0.830548,0.437130,-0.154191,0.502700,-10.234316
4.350000,0.843200,-0.803243,0.426210,-0.167598,0.469924,-12.756256
4.375000,0.825254,-0.857868,0.458987,-0.120723,0.426202,-7.218117
4.400000,0.819449,-0.863333,0.469915,-0.111246,0.426202,-4.466927
4.425000,0.815692,-0.885189,0.469915,-0.165631,0.480844,-12.316151
4.450000,0.812619,-0.890653,0.469915,-0.186293,0.546413,-12.078461
4.475000,0.785825,-0.967170,0.491781,-0.097759,0.437139,-4.297621
4.500000,0.791445,-0.928902,0.524557,-0.181255,0.513628,-11.797057
4.525000,0.771467,-1.016328,0.535485,-0.130798,0.491772,-6.690828
4.550000,0.769759,-0.961687,0.491772,-0.179206,0.546413,-11.507460
4.575000,0.754733,-1.043649,0.579198,-0.164522,0.524557,-8.936585
4.600000,0.743477,-1.076454,0.557352,-0.157182,0.524567,-8.824739
4.625000,0.733218,-1.038185,0.557341,-0.155813,0.568270,-8.742609
4.650000,0.714777,-1.169324,0.601054,-0.162729,0.568270,-8.636058
4.675000,0.717850,-1.087362,0.590126,-0.206527,0.579198,-13.141233
4.700000,0.679260,-1.174788,0.601054,-0.107831,0.546413,-3.871336
4.725000,0.692250,-1.185739,0.633851,-0.229071,0.644780,-12.868273
4.750000,0.663550,-1.169324,0.633839,-0.159740,0.535485,-8.259033
4.775000,0.650232,-1.278607,0.655696,-0.160850,0.644767,-8.168876
4.800000,0.634864,-1.240358,0.655696,-0.176816,0.611983,-8.103306
4.825000,0.628717,-1.284071,0.677552,-0.198929,0.644767,-12.343472
4.850000,0.601407,-1.300488,0.688494,-0.180320,0.611994,-7.904016
4.875000,0.596615,-1.371497,0.677552,-0.216772,0.743122,-12.089389
4.900000,0.562464,-1.333248,0.732194,-0.153337,0.568270,-5.666303
4.925000,0.558707,-1.431602,0.732194,-0.195513,0.743122,-9.794454
4.950000,0.537192,-1.376961,0.732194,-0.204649,0.644767,-11.750612
4.975000,0.510906,-1.475343,0.743136,-0.164354,0.710351,-5.538002
5.000000,0.500651,-1.475315,0.775907,-0.215321,0.710337,-11.562100
5.025000,0.480844,-1.458923,0.764978,-0.205844,0.710337,-9.450214
5.050000,0.455572,-1.584598,0.808691,-0.192781,0.743122,-9.354591
5.075000,0.438838,-1.513564,0.786835,-0.223432,0.754050,-11.228788
5.100000,0.411525,-1.584628,0.808707,-0.190224,0.732207,-7.283825
5.125000,0.385563,-1.639239,0.852404,-0.181853,0.775907,-9.179739
5.150000,0.376684,-1.595526,0.797763,-0.238458,0.786835,-10.933725
5.175000,0.344240,-1.672024,0.885189,-0.225310,0.775907,-10.879084
5.200000,0.307357,-1.710273,0.852404,-0.150690,0.786835,-5.245565
5.225000,0.310095,-1.721234,0.885206,-0.282006,0.841492,-14.381866
5.250000,0.258180,-1.704809,0.863333,-0.176730,0.786835,-7.026872
5.275000,0.242129,-1.781307,0.907046,-0.231372,0.830548,-10.562164
5.300000,0.211052,-1.819555,0.928902,-0.194660,0.852404,-8.742609
5.325000,0.187488,-1.808627,0.896117,-0.239141,0.863333,-10.431025
5.350000,0.151291,-1.846911,0.939848,-0.199018,0.852421,-8.595242
5.375000,0.129773,-1.885125,0.961687,-0.233592,0.874261,-10.349064
5.400000,0.098013,-1.874197,0.907046,-0.237263,0.896117,-10.234316
5.425000,0.058739,-1.956159,0.994472,-0.210881,0.896117,-10.212460
5.450000,0.032102,-1.961623,0.972615,-0.215833,0.917974,-8.414761
5.475000,0.003415,-1.956196,0.972634,-0.253745,0.907063,-11.769961
5.500000,-0.050543,-2.010800,1.005400,-0.174169,0.928902,-6.699024
5.525000,-0.060105,-2.038121,0.983544,-0.274701,0.961687,-13.288766
5.550000,-0.109966,-2.043585,1.027256,-0.208533,0.917974,-8.283622
5.575000,-0.142750,-2.087298,1.016328,-0.237007,1.005400,-11.551171
5.600000,-0.179637,-2.087338,1.016348,-0.241152,0.950777,-9.835623
5.625000,-0.221297,-2.120083,1.049113,-0.210668,0.961687,-8.212588
5.650000,-0.268425,-2.191116,1.038185,-0.193037,1.038185,-9.824507
5.675000,-0.289599,-2.114619,1.038185,-0.272950,0.972615,-12.884419
5.700000,-0.344240,-2.240294,1.049113,-0.231116,1.049113,-8.147019
5.725000,-0.385912,-2.169301,1.081918,-0.221814,0.983562,-11.196217
5.750000,-0.420055,-2.267614,1.060041,-0.247124,1.049113,-11.228788
5.775000,-0.475379,-2.240294,1.070970,-0.216602,1.070970,-9.611405
5.800000,-0.522507,-2.289471,1.070970,-0.200807,1.005400,-9.649654
5.825000,-0.556658,-2.273078,1.092826,-0.264882,1.092826,-11.053936
5.850000,-0.609262,-2.322300,1.081918,-0.223991,1.060062,-11.043219
5.875000,-0.655696,-2.316792,1.081898,-0.240891,1.070970,-11.004759
5.900000,-0.715118,-2.355040,1.103754,-0.202984,1.081898,-9.551300
5.925000,-0.757465,-2.365969,1.081898,-0.217711,1.103754,-11.004759
5.950000,-0.811423,-2.409682,1.114683,-0.222023,1.103754,-9.480267
5.975000,-0.858568,-2.360549,1.081918,-0.253105,1.103776,-13.840906
6.000000,-0.926853,-2.404217,1.103754,-0.158374,1.114683,-6.638919
6.025000,-0.955540,-2.447930,1.092826,-0.284967,1.136539,-13.753217
6.050000,-1.033404,-2.376897,1.081898,-0.195001,1.092826,-10.868155
6.075000,-1.083947,-2.458859,1.092826,-0.223496,1.147467,-10.851764
6.100000,-1.144757,-2.469834,1.114704,-0.192358,1.136561,-10.917541
6.125000,-1.202792,-2.458859,1.060041,-0.191650,1.136539,-9.485731
6.150000,-1.254018,-2.458859,1.114683,-0.243132,1.158396,-13.605685
6.175000,-1.327101,-2.458859,1.049113,-0.186784,1.114683,-9.485731
6.200000,-1.386523,-2.497108,1.092826,-0.197541,1.191180,-12.228724
6.225000,-1.448705,-2.447977,1.060062,-0.195165,1.114704,-10.873827
6.250000,-1.509466,-2.502572,1.060041,-0.208939,1.202109,-12.174083
6.275000,-1.581866,-2.458859,1.049113,-0.174948,1.081898,-10.917333
6.300000,-1.641288,-2.464323,1.038185,-0.199729,1.180252,-12.174083
6.325000,-1.715737,-2.518964,1.049113,-0.178218,1.158396,-10.884548
6.350000,-1.776559,-2.426120,1.005419,-0.190106,1.180275,-13.518517
6.375000,-1.868733,-2.513500,1.027256,-0.123366,1.103754,-8.338264
6.400000,-1.908348,-2.409682,0.994472,-0.208211,1.169324,-14.796865
6.425000,-2.004653,-2.415146,0.972615,-0.142095,1.103754,-10.950117
6.450000,-2.061343,-2.480715,0.983544,-0.176485,1.147467,-12.217795
6.475000,-2.144029,-2.398799,0.950777,-0.141189,1.147489,-12.239886
6.500000,-2.223218,-2.382361,0.928902,-0.129929,1.092826,-11.070329
6.525000,-2.439051,-1.846876,0.655696,-0.080432,0.852404,-8.720753
6.550000,-2.624832,-1.196645,0.349704,-0.023233,0.469915,-3.879533
6.575000,-2.678107,-1.147467,0.327848,0.062112,0.502700,-0.262278
6.600000,-2.687721,-1.147489,0.305997,0.010630,0.491781,-3.977963
6.625000,-2.710892,-1.070970,0.273207,0.026510,0.448059,-2.742994
6.650000,-2.749141,-1.032721,0.251350,0.051440,0.415274,-1.584598
6.675000,-2.758020,-0.994472,0.240422,0.029797,0.404346,-4.054385
6.700000,-2.792171,-0.917974,0.185780,0.027000,0.393417,-4.119955
6.725000,-2.818179,-0.885206,0.174856,0.095645,0.360639,-0.404353
6.750000,-2.835884,-0.841476,0.142067,0.045421,0.316920,-4.109026
6.775000,-2.867303,-0.764978,0.131139,0.083734,0.295063,-1.737594
6.800000,-2.879597,-0.732194,0.076498,0.065804,0.295063,-4.185524
6.825000,-2.902136,-0.666624,0.054641,0.076519,0.273207,-3.005272
6.850000,-2.928147,-0.661172,0.076499,0.091120,0.207641,-3.005329
6.875000,-2.954046,-0.535485,-0.021857,0.116540,0.207637,-1.792235
6.900000,-2.952679,-0.491772,-0.010928,0.067917,0.131139,-5.551557
6.925000,-2.990246,-0.480844,-0.054641,0.129474,0.196709,-1.825019
6.950000,-3.007321,-0.404346,-0.054641,0.133658,0.098354,-1.835948
6.975000,-3.014892,-0.311461,-0.109285,0.107748,0.065571,-4.393245
7.000000,-3.042838,-0.327848,-0.120211,0.148428,0.087426,-1.890589
7.025000,-3.041472,-0.213101,-0.131139,0.104331,-0.021857,-5.617126
7.050000,-3.078355,-0.109283,-0.218565,0.180274,-0.010928,-0.688480
7.075000,-3.081087,-0.136603,-0.196709,0.137799,-0.032785,-4.458731
7.100000,-3.088659,-0.049178,-0.229498,0.171270,-0.054642,-1.956196
7.125000,-3.107041,0.027321,-0.262278,0.138012,-0.174852,-5.726409
7.150000,-3.118652,0.103818,-0.305991,0.185396,-0.120211,-1.956159
7.175000,-3.130947,0.136603,-0.316920,0.201106,-0.163924,-2.010800
7.200000,-3.139143,0.174852,-0.327848,0.173315,-0.196709,-4.502444
7.225000,-3.145350,0.349711,-0.393425,0.211867,-0.316926,-2.043624
7.250000,-3.149388,0.327848,-0.393417,0.166058,-0.273207,-5.737337
7.275000,-3.158951,0.355168,-0.415274,0.222877,-0.295063,-2.032657
7.300000,-3.168513,0.530021,-0.480844,0.232226,-0.382489,-2.043585
7.325000,-3.160317,0.497236,-0.458987,0.195770,-0.382489,-5.748265
7.350000,-3.178135,0.644780,-0.513638,0.264332,-0.480853,-0.863349
7.375000,-3.173977,0.699409,-0.546413,0.231884,-0.480844,-3.333120
7.400000,-3.161000,0.693945,-0.546413,0.207125,-0.469915,-5.781050
7.425000,-3.181490,0.846940,-0.601054,0.279524,-0.644767,-2.087298
7.450000,-3.171245,0.874261,-0.622911,0.276365,-0.502700,-2.076370
7.475000,-3.164475,0.978098,-0.633851,0.249135,-0.732207,-3.267612
7.500000,-3.158267,1.021792,-0.677552,0.261339,-0.622911,-4.557085
7.525000,-3.152120,1.065506,-0.688480,0.273890,-0.710337,-3.300335
7.550000,-3.152803,1.207573,-0.710337,0.308211,-0.830548,-3.311263
7.575000,-3.139143,1.223965,-0.764978,0.275768,-0.764978,-3.278478
7.600000,-3.124176,1.305952,-0.754064,0.297801,-0.874278,-4.524386
7.625000,-3.124800,1.415210,-0.819620,0.328360,-0.907046,-0.764978
7.650000,-3.100894,1.387889,-0.808691,0.301808,-0.863333,-3.278478
7.675000,-3.085868,1.584598,-0.852404,0.301552,-1.016328,-5.726409
7.700000,-3.074256,1.579134,-0.852404,0.347399,-1.038185,-0.743122
7.725000,-3.054507,1.639270,-0.928920,0.314706,-1.005419,-4.415102
7.750000,-3.042838,1.803163,-0.907046,0.364048,-1.169324,-3.234765
7.775000,-3.009370,1.764914,-0.928902,0.325799,-1.125611,-3.147339
7.800000,-3.001174,1.912446,-1.005400,0.360803,-1.202109,-3.169196
7.825000,-2.965657,1.928838,-0.950759,0.361913,-1.213037,-1.901517
7.850000,-2.942490,2.054552,-1.049133,0.333404,-1.289559,-5.573519
7.875000,-2.920578,2.092762,-1.027256,0.403577,-1.289535,-0.568270
7.900000,-2.889159,2.174724,-1.060041,0.364218,-1.398817,-3.059913
7.925000,-2.860472,2.251222,-1.081898,0.384111,-1.420674,-5.529700
7.950000,-2.823590,2.284007,-1.103754,0.372073,-1.420674,-1.726665
7.975000,-2.792224,2.376942,-1.125632,0.381557,-1.464415,-2.928830
8.000000,-2.768948,2.480715,-1.147467,0.446778,-1.551813,-1.726665
8.025000,-2.717774,2.480762,-1.169346,0.374812,-1.551843,-4.130961
8.049999,-2.676792,2.622833,-1.191203,0.385485,-1.661127,-2.819545
8.075000,-2.654151,2.595412,-1.213014,0.449672,-1.540856,-2.797581
8.099999,-2.598927,2.770367,-1.223989,0.400938,-1.781341,-1.442558
8.125000,-2.559213,2.770261,-1.245798,0.430719,-1.737560,-4.021523
8.150000,-2.520378,2.825009,-1.256774,0.426723,-1.715770,-2.710260
8.174999,-2.464370,2.956151,-1.300488,0.422795,-1.835983,-2.600976
8.200000,-2.422613,2.961502,-1.300438,0.457441,-1.814057,-2.600877
8.224999,-2.370795,3.027186,-1.322345,0.418270,-1.879697,-1.267702
8.250000,-2.314698,3.076247,-1.322294,0.439854,-1.934265,-3.737394
8.275000,-2.274829,3.174721,-1.366059,0.469070,-1.956196,-3.671966
8.299999,-2.209258,3.196578,-1.376987,0.448409,-1.901554,0.152999
8.325000,-2.163071,3.311200,-1.387863,0.453343,-2.098186,-3.628113
8.349999,-2.097583,3.305862,-1.387916,0.441066,-2.021767,-2.229408
8.375000,-2.043546,3.404088,-1.442503,0.495433,-2.065402,-2.229323
8.400000,-1.982493,3.409683,-1.420701,0.443969,-2.076409,-0.896134
8.424999,-1.916922,3.491646,-1.420701,0.459849,-2.218479,-4.568100
8.450000,-1.858111,3.540689,-1.497143,0.473577,-2.076330,-0.764964
8.474999,-1.802514,3.622787,-1.464415,0.496135,-2.229408,-1.988981
8.500000,-1.719461,3.584401,-1.486215,0.450868,-2.130970,0.655683
8.525000,-1.663177,3.715680,-1.486272,0.465655,-2.349621,-5.573519
8.549999,-1.599655,3.721144,-1.519057,0.512443,-2.207551,0.721279
8.575000,-1.518999,3.753786,-1.497143,0.451294,-2.294891,-2.906862
8.599999,-1.457585,3.808572,-1.562771,0.489988,-2.273122,-1.639270
8.625000,-1.377276,3.835746,-1.529927,0.472553,-2.338603,-0.262273
8.650000,-1.316198,3.868678,-1.551843,0.479828,-2.338692,-3.977963
8.674999,-1.238845,3.928785,-1.551843,0.503393,-2.349621,-0.152999
8.700000,-1.161276,3.955955,-1.573640,0.464528,-2.338603,-0.065568
8.724999,-1.087212,4.005284,-1.573700,0.482219,-2.437049,-2.491691
8.750000,-1.009820,3.977811,-1.595496,0.488177,-2.338603,-1.158374
8.775000,-0.940190,4.027141,-1.573700,0.484012,-2.382406,0.152999
8.799999,-0.852421,4.048998,-1.584628,0.474364,-2.458906,-3.518967
8.825000,-0.782039,4.076163,-1.628280,0.480151,-2.404171,0.327842
8.849999,-0.698739,4.152818,-1.595556,0.481194,-2.415192,0.393425
8.875000,-0.622216,4.092556,-1.617352,0.473663,-2.426028,-0.786820
8.900000,-0.539337,4.098176,-1.606485,0.481280,-2.371478,-1.945268
8.924999,-0.461728,4.185604,-1.628342,0.473937,-2.469834,-0.611994
8.950000,-0.383506,4.163588,-1.606424,0.472724,-2.469740,-1.792201
8.974999,-0.293737,4.163747,-1.650199,0.462667,-2.349621,2.076409
9.000000,-0.222403,4.163588,-1.606424,0.471528,-2.415100,-1.639208
9.025000,-0.131688,4.191068,-1.628342,0.462496,-2.513548,-0.284140
9.049999,-0.056060,4.180140,-1.628342,0.462240,-2.294979,-0.196712
9.075000,0.027166,4.201837,-1.639208,0.449245,-2.415100,1.136517
