Velocity
Time (Seconds),J1 (Degrees/Seconds),J2 (Degrees/Seconds),J3 (Degrees/Seconds),J4 (Degrees/Seconds),J5 (Degrees/Seconds),J6 (Degrees/Seconds)
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.025000,-7.223677,-12.119128,9.696590,-174.299469,-0.040237,174.299118
0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.075000,0.071060,-0.500000,0.500000,0.500004,0.500000,-0.500004
0.100000,0.073781,-1.500000,1.500000,1.482407,1.500000,-1.482407
0.125000,0.073782,-2.500000,2.500000,1.812442,2.500000,-1.812442
0.150000,0.073781,-3.500001,3.500000,1.812459,3.500000,-1.812442
0.175000,0.073782,-4.500000,4.500000,1.812442,4.500000,-1.812459
0.200000,0.073782,-5.499999,5.499999,1.812459,5.500000,-1.812442
0.225000,0.073781,-6.500001,6.500001,1.812442,6.500001,-1.812442
0.250000,0.073782,-7.500000,7.499998,1.812442,7.500000,-1.812442
0.275000,0.073781,-8.500000,8.500000,1.812459,8.499997,-1.812442
0.300000,0.073782,-9.499999,9.500004,1.812442,9.500004,-1.812442
0.325000,0.073781,-10.499999,10.499999,1.812442,10.499999,-1.812442
0.350000,0.073782,-11.499998,11.500003,1.812459,11.500003,-1.812459
0.375000,0.073781,-12.500006,12.499998,1.812442,12.499998,-1.812442
0.400000,0.073782,-13.499997,13.499997,1.812459,13.499997,-1.812442
0.425000,0.073781,-14.158965,14.500005,1.812442,14.500005,-1.812442
0.450000,0.073782,-14.174129,15.499996,1.812442,15.499996,-1.812442
0.475000,0.073782,-14.174129,16.500004,1.812459,16.500004,-1.812442
0.500000,0.073781,-14.174129,17.500004,1.812442,17.500004,-1.812459
0.525000,0.073782,-14.174129,18.499994,1.812451,18.499994,-1.812442
0.550000,0.073781,-14.174129,19.500002,1.812451,19.500002,-1.812442
0.575000,0.073782,-14.174129,20.499994,1.812442,20.499994,-1.812442
0.600000,0.073781,-14.174111,21.500002,1.812451,21.500002,-1.812451
0.625000,0.073782,-14.174129,22.500010,1.812451,22.500010,-1.812442
0.650000,0.073781,-14.174129,23.500000,1.812451,23.499983,-1.812442
0.675000,0.073782,-14.174129,24.499990,1.812442,24.500025,-1.812442
0.700000,0.073782,-14.174129,25.500000,1.812451,25.500000,-1.812451
0.725000,0.073781,-14.174111,26.500008,1.812451,26.499973,-1.812442
0.750000,0.073782,-14.174146,27.499981,1.812451,27.500015,-1.812442
0.775000,0.073781,-14.174111,28.500023,1.812442,28.499989,-1.812451
0.800000,0.073782,-14.174146,29.499998,1.812451,29.499998,-1.812442
0.825000,0.073781,-14.174111,30.500006,1.812451,30.500006,-1.812442
0.850000,0.073782,-14.174146,31.499979,1.812451,31.500013,-1.812451
0.875000,0.073781,-14.174111,32.500023,1.812442,32.499989,-1.812442
0.900000,0.073782,-14.174146,33.499996,1.812451,33.499996,-1.812442
0.925000,0.073782,-14.174111,34.499969,1.812451,34.500038,-1.812451
0.950000,0.073781,-14.174146,35.500046,1.812451,35.499977,-1.812442
0.975000,0.073782,-14.174111,36.499985,1.812442,36.499985,-1.812442
1.000000,0.073781,-14.174111,37.499992,1.812451,37.499992,-1.812451
1.025000,0.073781,-14.174146,38.500000,1.812451,38.500000,-1.812442
1.050000,0.073782,-14.174111,39.500008,1.812451,39.500008,-1.812442
1.075000,0.073781,-14.174146,40.500015,1.812442,40.500015,-1.812451
1.100000,0.073781,-14.174111,41.499958,1.812451,41.500027,-1.812442
1.125000,0.073781,-14.174146,42.500034,1.812451,42.499966,-1.812442
1.150000,0.073781,-14.174111,43.499973,1.812451,43.500042,-1.812451
1.175000,0.073781,-14.174146,44.500050,1.812442,44.499981,-1.812442
1.200000,0.073781,-14.174111,45.491520,1.812451,45.499989,-1.812442
1.225000,0.073781,-14.174111,45.869774,1.812451,46.499996,-1.812451
1.250000,0.073781,-14.174146,45.869843,1.812442,47.500004,-1.812442
1.275000,0.073782,-14.174146,45.869774,1.812451,48.499943,-1.812442
1.300000,0.073781,-14.174077,45.869911,1.812451,48.480412,-1.812451
1.325000,0.073781,-14.174146,45.869774,1.812451,47.480335,-1.812442
1.350000,0.073781,-14.174146,45.869774,1.812442,46.480392,-1.812442
1.375000,0.073781,-14.174146,45.474308,1.812451,45.480453,-1.812451
1.400000,0.073781,-14.174077,44.480377,1.812451,44.480377,-1.812442
1.425000,0.073781,-14.174146,43.480438,1.812451,43.480438,-1.812442
1.450000,0.073781,-14.174146,42.480499,1.812442,42.480499,-1.812442
1.475000,0.073781,-14.174077,41.480286,1.812451,41.480286,-1.812451
1.500000,0.073781,-14.174146,40.480484,1.812451,40.480484,-1.812442
1.525000,0.073782,-14.174146,39.480408,1.812446,39.480408,-1.812446
1.550000,0.073781,-14.174146,38.480465,1.812451,38.480465,-1.812446
1.575000,0.073781,-14.174077,37.480389,1.812446,37.480389,-1.812442
1.600000,0.073781,-14.174146,36.480312,1.812451,36.480312,-1.812446
1.625000,0.073781,-14.174146,35.480511,1.812446,35.480511,-1.812446
1.650000,0.073781,-14.174146,34.480434,1.812451,34.480434,-1.812442
1.675000,0.073781,-14.174077,33.480358,1.812446,33.480358,-1.812446
1.700000,0.073781,-14.174146,32.480419,1.812451,32.480419,-1.812442
1.725000,0.073781,-14.174146,31.480343,1.812446,31.480343,-1.812446
1.750000,0.073781,-14.174077,30.480402,1.812451,30.480402,-1.812446
1.775000,0.073781,-14.174146,29.480463,1.812446,29.480463,-1.812442
1.800000,0.073781,-14.174146,28.480387,1.812451,28.480387,-1.812446
1.825000,0.073781,-14.174146,27.480448,1.812446,27.480448,-1.812446
1.850000,0.073781,-14.174077,26.480370,1.812451,26.480370,-1.812442
1.875000,0.073781,-14.174146,25.480431,1.812446,25.480431,-1.812446
1.900000,0.073781,-14.174146,24.480492,1.812451,24.480492,-1.812446
1.925000,0.073781,-14.174146,23.480415,1.812446,23.480415,-1.812442
1.950000,0.073781,-14.174077,22.480339,1.812451,22.480339,-1.812446
1.975000,0.073781,-14.174146,21.480398,1.812446,21.480398,-1.812446
2.000000,0.073781,-14.174146,20.480459,1.812451,20.480459,-1.812442
2.025000,0.073781,-14.174077,19.480383,1.812448,19.480383,-1.812446
2.050000,0.073781,-14.174146,18.480444,1.812448,18.480444,-1.812444
2.075000,0.073781,-14.174146,17.480368,1.812448,17.480368,-1.812444
2.100000,0.073781,-14.174146,16.480427,1.812448,16.480427,-1.812446
2.125000,0.073781,-14.174077,15.480350,1.812448,15.480350,-1.812444
2.150000,0.073781,-14.155362,14.480411,1.812448,14.480411,-1.812444
2.175000,0.073781,-13.480403,13.480334,1.812448,13.480334,-1.812444
2.200000,0.073781,-12.480463,12.480668,1.812448,12.480668,-1.812446
2.225000,0.073781,-11.480387,11.480182,1.812448,11.480182,-1.812444
2.250000,0.073781,-10.480379,10.480515,1.812447,10.480515,-1.812445
2.275000,0.073781,-9.480439,9.480303,1.812448,9.480303,-1.812444
2.300000,0.073781,-8.480363,8.480637,1.812448,8.480637,-1.812445
2.325000,0.073781,-7.480423,7.480423,1.812448,7.480423,-1.812444
2.350000,0.073781,-6.480484,6.480210,1.812448,6.480210,-1.812445
2.375000,0.073781,-5.480407,5.480544,1.812448,5.480544,-1.812444
2.400000,0.073781,-4.480331,4.480331,1.812448,4.480331,-1.812445
2.425000,0.073781,-3.480528,3.480391,1.812448,3.480391,-1.812444
2.450000,0.073781,-2.480315,2.480452,1.812448,2.480452,-1.812445
2.475000,0.073781,-1.480512,1.480512,1.466305,1.480512,-1.466305
2.500000,-4.783237,1.393359,-0.515816,25.144526,6.968159,-17.624487
2.525000,-1.615651,0.636300,-0.331128,8.254083,2.215440,-5.841541
2.550000,0.035139,-0.001503,0.002459,0.000177,-0.001366,0.035032
2.575000,0.059991,-0.000137,0.000000,0.000292,-0.000820,0.059839
2.600000,0.084007,-0.000137,0.000273,0.000414,-0.001093,0.083794
2.625000,0.104024,0.014070,-0.007377,0.020422,0.048904,-2.646784
2.650000,0.132937,0.004781,-0.003005,-0.004209,0.018305,-1.447494
2.675000,0.157528,0.004371,-0.002186,-0.007099,0.015573,-1.421493
2.700000,0.182235,0.005464,-0.003005,-0.010403,0.022949,-2.050647
2.725000,0.205581,0.003825,-0.001912,-0.006992,0.015026,-1.373498
2.750000,0.230697,0.006420,-0.003552,-0.012758,0.028414,-2.503999
2.775000,0.254262,0.005191,-0.002732,-0.010121,0.022676,-1.978755
2.800000,0.278720,0.005464,-0.003005,-0.012600,0.027867,-2.456064
2.825000,0.303163,0.006694,-0.003552,-0.014689,0.032238,-2.854622
2.850000,0.327549,0.007103,-0.003825,-0.016544,0.036610,-3.202893
2.875000,0.351868,0.006830,-0.003825,-0.018237,0.040708,-3.515481
2.900000,0.375542,0.005601,-0.002732,-0.016424,0.036610,-3.154958
2.925000,0.400216,0.005737,-0.003005,-0.019761,0.044260,-3.776958
2.950000,0.424501,0.005737,-0.003005,-0.021231,0.047265,-4.041039
2.975000,0.448797,0.004645,-0.002732,-0.022644,0.051363,-4.287545
3.000000,0.472839,0.003825,-0.002459,-0.022648,0.051090,-4.263506
3.025000,0.497324,0.003825,-0.001912,-0.025297,0.057100,-4.738755
3.050000,0.521298,0.001503,-0.000820,-0.025323,0.057647,-4.714777
3.075000,0.545797,0.001366,-0.000820,-0.027801,0.063111,-5.146275
3.100000,0.569800,-0.001366,0.000546,-0.027820,0.063931,-5.122241
3.125000,0.594202,-0.001776,0.001093,-0.030207,0.069122,-5.519886
3.150000,0.618617,-0.003552,0.001912,-0.032431,0.074039,-5.890176
3.175000,0.642811,-0.005464,0.003278,-0.033551,0.077318,-6.054579
3.200000,0.666926,-0.008333,0.004371,-0.034670,0.080323,-6.213867
3.225000,0.691135,-0.011065,0.005737,-0.035803,0.083328,-6.368272
3.250000,0.715257,-0.013251,0.007650,-0.036926,0.085787,-6.518400
3.275000,0.739607,-0.016256,0.008743,-0.038977,0.091525,-6.830488
3.300000,0.763815,-0.019261,0.010109,-0.040983,0.096442,-7.128361
3.325000,0.788119,-0.022403,0.012294,-0.042979,0.101087,-7.413462
3.350000,0.812215,-0.026774,0.014207,-0.044055,0.104639,-7.539726
3.375000,0.836206,-0.030326,0.016666,-0.045167,0.107097,-7.663370
3.400000,0.860435,-0.034834,0.018578,-0.047086,0.113108,-7.927186
3.425000,0.884921,-0.038386,0.020491,-0.050659,0.120485,-8.452103
3.450000,0.908561,-0.044533,0.024042,-0.050161,0.121577,-8.293950
3.475000,0.932904,-0.048768,0.026774,-0.052829,0.127315,-8.666793
3.500000,0.956946,-0.054368,0.028960,-0.054750,0.132779,-8.898507
3.525000,0.980947,-0.059969,0.032512,-0.056682,0.137970,-9.123750
3.550000,1.004998,-0.066389,0.035790,-0.058586,0.143434,-9.342914
3.575000,1.028965,-0.072537,0.039069,-0.060456,0.148352,-9.556630
3.600000,1.052895,-0.078957,0.042620,-0.062422,0.154089,-9.765002
3.625000,1.077028,-0.085651,0.046172,-0.065668,0.161739,-10.191496
3.650000,1.100510,-0.094257,0.051090,-0.065482,0.163651,-10.056668
3.675000,1.124548,-0.101633,0.054642,-0.068917,0.172667,-10.469912
3.700000,1.148441,-0.109146,0.059013,-0.071480,0.178131,-10.763388
3.725000,1.172001,-0.118845,0.064204,-0.072722,0.183595,-10.843523
3.750000,1.195862,-0.126905,0.068029,-0.076097,0.192611,-11.226748
3.775000,1.219481,-0.135648,0.073220,-0.078007,0.197256,-11.401396
3.800000,1.242947,-0.146576,0.079230,-0.080052,0.203813,-11.573209
3.825000,1.266394,-0.156821,0.084421,-0.082058,0.210916,-11.742018
3.850000,1.290046,-0.166383,0.089885,-0.085337,0.218566,-12.095001
3.875000,1.313326,-0.177722,0.095896,-0.087420,0.225669,-12.255887
3.900000,1.336621,-0.189743,0.101906,-0.090163,0.234412,-12.504403
3.925000,1.359893,-0.200398,0.108190,-0.092831,0.240423,-12.747694
3.950000,1.383009,-0.213648,0.115020,-0.095574,0.249712,-12.986205
3.975000,1.405907,-0.226762,0.122397,-0.097098,0.255722,-13.049077
4.000000,1.429034,-0.238783,0.128681,-0.101085,0.265285,-13.449462
4.025000,1.451782,-0.253673,0.136604,-0.103383,0.273481,-13.592145
4.050000,1.474471,-0.267743,0.143980,-0.106041,0.281950,-13.814980
4.075000,1.497280,-0.281404,0.151903,-0.109588,0.291512,-14.113425
4.100000,1.519713,-0.297250,0.159826,-0.112340,0.300255,-14.327518
4.125000,1.542116,-0.312686,0.168569,-0.115208,0.309271,-14.538262
4.150000,1.564220,-0.328669,0.176765,-0.117759,0.317740,-14.669164
4.175000,1.586550,-0.345608,0.186054,-0.121663,0.328669,-15.024811
4.200000,1.608330,-0.363639,0.195343,-0.123998,0.338231,-15.151238
4.225000,1.630370,-0.380578,0.204632,-0.128288,0.348613,-15.495309
4.250000,1.651860,-0.398337,0.214468,-0.130570,0.357629,-15.617638
4.275000,1.673431,-0.418144,0.224577,-0.134290,0.369650,-15.880873
4.300000,1.694736,-0.436312,0.234685,-0.137257,0.378392,-16.069592
4.325000,1.715944,-0.457076,0.245614,-0.141112,0.390960,-16.325451
4.350000,1.737024,-0.477157,0.256269,-0.145302,0.402708,-16.644352
4.375000,1.757655,-0.498604,0.267743,-0.148320,0.413363,-16.824804
4.400000,1.778142,-0.520187,0.279491,-0.151101,0.424018,-16.936480
4.425000,1.798534,-0.542317,0.291239,-0.155242,0.436039,-17.244383
4.450000,1.818850,-0.564583,0.302987,-0.159899,0.449700,-17.546347
4.475000,1.838495,-0.588762,0.315282,-0.162343,0.460628,-17.653786
4.500000,1.858281,-0.611985,0.328395,-0.166874,0.473469,-17.948713
4.525000,1.877568,-0.637393,0.341783,-0.170144,0.485763,-18.115984
4.550000,1.896812,-0.661436,0.354077,-0.174624,0.499423,-18.403671
4.575000,1.915680,-0.687527,0.368557,-0.178738,0.512537,-18.627087
4.600000,1.934267,-0.714438,0.382491,-0.182667,0.525651,-18.847702
4.625000,1.952597,-0.740393,0.396424,-0.186562,0.539858,-19.066269
4.650000,1.970467,-0.769626,0.411451,-0.190631,0.554065,-19.282171
4.675000,1.988413,-0.796810,0.426204,-0.195794,0.568545,-19.610703
4.700000,2.005395,-0.826180,0.441230,-0.198490,0.582205,-19.707487
4.725000,2.022701,-0.855823,0.457076,-0.204216,0.598325,-20.029188
4.750000,2.039290,-0.885056,0.472922,-0.208210,0.611712,-20.235664
4.775000,2.055546,-0.917021,0.489315,-0.212231,0.627831,-20.439888
4.800000,2.071417,-0.948030,0.505707,-0.216651,0.643131,-20.642471
4.825000,2.087135,-0.980132,0.522646,-0.221625,0.659250,-20.951059
4.850000,2.102170,-1.012644,0.539858,-0.226133,0.674550,-21.148657
4.875000,2.117085,-1.046931,0.556797,-0.231552,0.693128,-21.450891
4.900000,2.131147,-1.080263,0.575102,-0.235385,0.707334,-21.592550
4.925000,2.145115,-1.116053,0.593407,-0.240273,0.725913,-21.837412
4.950000,2.158545,-1.150477,0.611712,-0.245389,0.742032,-22.131180
4.975000,2.171317,-1.187360,0.630290,-0.249498,0.759790,-22.269627
5.000000,2.183834,-1.224243,0.649688,-0.254881,0.777549,-22.558681
5.025000,2.195855,-1.260716,0.668812,-0.260027,0.795307,-22.794937
5.050000,2.207244,-1.300331,0.689030,-0.264847,0.813885,-23.028803
5.075000,2.218215,-1.338171,0.708700,-0.270433,0.832737,-23.309523
5.100000,2.228503,-1.377786,0.728918,-0.275188,0.851042,-23.491617
5.125000,2.238142,-1.418767,0.750228,-0.279735,0.870439,-23.721111
5.150000,2.247559,-1.458655,0.770172,-0.285696,0.890110,-23.994455
5.175000,2.256165,-1.500456,0.792302,-0.291329,0.909508,-24.266434
5.200000,2.263849,-1.543213,0.813612,-0.295096,0.929179,-24.397573
5.225000,2.271601,-1.586243,0.835742,-0.302146,0.950216,-24.757114
5.250000,2.278056,-1.628864,0.857325,-0.306565,0.969887,-24.932787
5.275000,2.284109,-1.673396,0.880002,-0.312349,0.990651,-25.196842
5.300000,2.289386,-1.718885,0.903224,-0.317215,1.011961,-25.415407
5.325000,2.294073,-1.764101,0.925627,-0.323194,1.033544,-25.676184
5.350000,2.297855,-1.810273,0.949123,-0.328169,1.054854,-25.891062
5.375000,2.301099,-1.857402,0.973165,-0.334009,1.076711,-26.149790
5.400000,2.303550,-1.904257,0.995842,-0.339941,1.099114,-26.405649
5.425000,2.305018,-1.953161,1.020703,-0.345213,1.121517,-26.660961
5.450000,2.305821,-2.002202,1.045019,-0.350609,1.144467,-26.871330
5.475000,2.305906,-2.051106,1.069334,-0.356952,1.167143,-27.165575
5.500000,2.304642,-2.101376,1.094470,-0.361306,1.190365,-27.333052
5.525000,2.303140,-2.152329,1.119058,-0.368174,1.214408,-27.665272
5.550000,2.300391,-2.203419,1.144740,-0.373387,1.237357,-27.872362
5.575000,2.296822,-2.255602,1.170148,-0.379312,1.262492,-28.161144
5.600000,2.292331,-2.307784,1.195556,-0.385341,1.286261,-28.407030
5.625000,2.286798,-2.360787,1.221784,-0.390608,1.310303,-28.612347
5.650000,2.280088,-2.415565,1.247739,-0.395434,1.336258,-28.857960
5.675000,2.272848,-2.468430,1.273694,-0.402258,1.360574,-29.180071
5.700000,2.264242,-2.524438,1.299922,-0.408036,1.386802,-29.383747
5.725000,2.254594,-2.578670,1.326969,-0.413581,1.411390,-29.663649
5.750000,2.244093,-2.635360,1.353470,-0.419759,1.437618,-29.944368
5.775000,2.232208,-2.691368,1.380245,-0.425174,1.464393,-30.184656
5.800000,2.219146,-2.748605,1.407019,-0.430194,1.489528,-30.425898
5.825000,2.205229,-2.805432,1.434340,-0.436816,1.516848,-30.702248
5.850000,2.189998,-2.863488,1.461387,-0.442416,1.543350,-30.978323
5.875000,2.173605,-2.921409,1.488435,-0.448438,1.570124,-31.253443
5.900000,2.155727,-2.980285,1.516029,-0.453513,1.597171,-31.492228
5.925000,2.136791,-3.039434,1.543076,-0.458956,1.624765,-31.767347
5.950000,2.116505,-3.099676,1.570943,-0.464506,1.652359,-32.004353
5.975000,2.095041,-3.158689,1.597991,-0.470834,1.679953,-32.350372
6.000000,2.071870,-3.218795,1.625585,-0.474793,1.707821,-32.516346
6.025000,2.047981,-3.279994,1.652906,-0.481917,1.736234,-32.860176
6.050000,2.022146,-3.339416,1.679953,-0.486792,1.763555,-33.131882
6.075000,1.995047,-3.400888,1.707274,-0.492380,1.792242,-33.403175
6.100000,1.966429,-3.462633,1.735141,-0.497189,1.820655,-33.676113
6.125000,1.936359,-3.524104,1.761642,-0.501980,1.849069,-33.913254
6.150000,1.905008,-3.585576,1.789510,-0.508058,1.878029,-34.253399
6.175000,1.871830,-3.647048,1.815737,-0.512728,1.905896,-34.490543
6.200000,1.837167,-3.709476,1.843058,-0.517666,1.935676,-34.796261
6.225000,1.800950,-3.770674,1.869559,-0.522546,1.963543,-35.068104
6.250000,1.763213,-3.833239,1.896061,-0.527769,1.993596,-35.372456
6.275000,1.723667,-3.894711,1.922288,-0.532143,2.020643,-35.645393
6.300000,1.682634,-3.956319,1.948243,-0.537136,2.050150,-35.949745
6.325000,1.639741,-4.019293,1.974471,-0.541591,2.079110,-36.221859
6.350000,1.595327,-4.079945,1.999606,-0.546344,2.108616,-36.559818
6.375000,1.548609,-4.142783,2.025288,-0.549428,2.136210,-36.768276
6.400000,1.500900,-4.203025,2.050150,-0.554633,2.165443,-37.138199
6.425000,1.450783,-4.263404,2.074465,-0.558186,2.193037,-37.411953
6.450000,1.399250,-4.325422,2.099054,-0.562598,2.221724,-37.717400
6.475000,1.345650,-4.385391,2.122823,-0.566128,2.250411,-38.023392
6.500000,1.290069,-4.444951,2.146045,-0.569376,2.277731,-38.300148
6.525000,1.229093,-4.491123,2.162438,-0.571387,2.299042,-38.518169
6.550000,1.163471,-4.521039,2.171180,-0.571968,2.310790,-38.615158
6.575000,1.096519,-4.549726,2.179377,-0.570415,2.323357,-38.621716
6.600000,1.029327,-4.578413,2.187027,-0.570149,2.335651,-38.721161
6.625000,0.961554,-4.605187,2.193857,-0.569486,2.346853,-38.789738
6.650000,0.892825,-4.631005,2.200140,-0.568200,2.357235,-38.829353
6.675000,0.823874,-4.655867,2.206151,-0.567455,2.367344,-38.930714
6.700000,0.754070,-4.678816,2.210796,-0.566780,2.377179,-39.033710
6.725000,0.683617,-4.700946,2.215167,-0.564389,2.386195,-39.043819
6.750000,0.612719,-4.721983,2.218719,-0.563254,2.394118,-39.146545
6.775000,0.541036,-4.741107,2.221997,-0.561160,2.401495,-39.189987
6.800000,0.469046,-4.759412,2.223910,-0.559515,2.408871,-39.294624
6.825000,0.396492,-4.776078,2.225276,-0.557602,2.415701,-39.369759
6.850000,0.323290,-4.792607,2.227188,-0.555324,2.420892,-39.444889
6.875000,0.249439,-4.805995,2.226642,-0.552411,2.426083,-39.489697
6.900000,0.175621,-4.818289,2.226368,-0.550713,2.429362,-39.628487
6.925000,0.100865,-4.830310,2.225003,-0.547476,2.434279,-39.674110
6.950000,0.025682,-4.840418,2.223636,-0.544134,2.436738,-39.720009
6.975000,-0.049690,-4.848205,2.220904,-0.541441,2.438378,-39.829838
7.000000,-0.125761,-4.856401,2.217899,-0.537730,2.440563,-39.877102
7.025000,-0.201798,-4.861729,2.214621,-0.535122,2.440017,-40.017532
7.050000,-0.278757,-4.864461,2.209157,-0.530615,2.439744,-40.034744
7.075000,-0.355785,-4.867876,2.204239,-0.527170,2.438924,-40.146214
7.100000,-0.433000,-4.869105,2.198501,-0.522888,2.437558,-40.195118
7.125000,-0.510676,-4.868423,2.191944,-0.519438,2.433187,-40.338280
7.150000,-0.588643,-4.865827,2.184294,-0.514803,2.430181,-40.387184
7.175000,-0.666917,-4.862411,2.176372,-0.509775,2.426083,-40.437454
7.200000,-0.745396,-4.858040,2.168175,-0.505443,2.421165,-40.550014
7.225000,-0.824028,-4.849298,2.158340,-0.500146,2.413243,-40.601105
7.250000,-0.902763,-4.841102,2.148504,-0.495994,2.406412,-40.744537
7.275000,-0.981737,-4.832222,2.138123,-0.490423,2.399036,-40.795353
7.300000,-1.060950,-4.818972,2.126101,-0.484617,2.389473,-40.846443
7.325000,-1.139959,-4.806541,2.114627,-0.479723,2.379911,-40.990150
7.350000,-1.219411,-4.790421,2.101786,-0.473114,2.367890,-41.011734
7.375000,-1.298761,-4.772936,2.088125,-0.467317,2.355869,-41.095062
7.400000,-1.377786,-4.755588,2.074465,-0.462139,2.344121,-41.239590
7.425000,-1.457323,-4.734414,2.059439,-0.455151,2.328002,-41.291771
7.450000,-1.536605,-4.712557,2.043866,-0.448242,2.315434,-41.343681
7.475000,-1.615715,-4.688105,2.028020,-0.442014,2.297129,-41.425369
7.500000,-1.694672,-4.662560,2.011081,-0.435480,2.281556,-41.539299
7.525000,-1.773476,-4.635922,1.993869,-0.428633,2.263798,-41.621807
7.550000,-1.852296,-4.605733,1.976110,-0.420927,2.243034,-41.704590
7.575000,-1.930775,-4.575134,1.956986,-0.414033,2.223910,-41.786552
7.600000,-2.008878,-4.542486,1.938135,-0.406588,2.202053,-41.899658
7.625000,-2.086998,-4.507105,1.917644,-0.398379,2.179377,-41.918785
7.650000,-2.164521,-4.472408,1.897427,-0.390834,2.157793,-42.000748
7.675000,-2.241668,-4.432793,1.876116,-0.383295,2.132385,-42.143906
7.700000,-2.318525,-4.393314,1.854806,-0.374610,2.106430,-42.162483
7.725000,-2.394886,-4.352333,1.831583,-0.366743,2.081295,-42.272861
7.750000,-2.470958,-4.307254,1.808907,-0.357642,2.052062,-42.353729
7.775000,-2.546192,-4.263131,1.785685,-0.349497,2.023922,-42.432415
7.800000,-2.621222,-4.215320,1.760550,-0.340476,1.993869,-42.511642
7.825000,-2.695364,-4.167099,1.736781,-0.331429,1.963543,-42.559181
7.850000,-2.768924,-4.115736,1.710553,-0.323094,1.931304,-42.698517
7.875000,-2.841939,-4.063416,1.684871,-0.313004,1.899066,-42.712727
7.900000,-2.914169,-4.009048,1.658370,-0.303899,1.864095,-42.789223
7.925000,-2.985681,-3.952767,1.631322,-0.294296,1.828578,-42.927467
7.950000,-3.056271,-3.895667,1.603728,-0.284994,1.793061,-42.970634
7.975000,-3.126075,-3.836244,1.575588,-0.275455,1.756451,-43.043854
8.000000,-3.195299,-3.774226,1.546901,-0.264286,1.717656,-43.087021
8.025000,-3.263242,-3.712208,1.517668,-0.254915,1.678861,-43.190292
8.049999,-3.330161,-3.646638,1.487888,-0.245278,1.637333,-43.260780
8.075000,-3.396517,-3.581751,1.457562,-0.234036,1.598811,-43.330719
8.099999,-3.461489,-3.512493,1.426963,-0.224013,1.554278,-43.366783
8.125000,-3.525470,-3.443235,1.395818,-0.213245,1.510838,-43.467323
8.150000,-3.588479,-3.372611,1.364399,-0.202577,1.467944,-43.535080
8.174999,-3.650087,-3.298708,1.331887,-0.192007,1.422045,-43.600101
8.200000,-3.710654,-3.224669,1.299375,-0.180571,1.376693,-43.665127
8.224999,-3.769923,-3.148990,1.266317,-0.170114,1.329701,-43.696819
8.250000,-3.827792,-3.072083,1.233259,-0.159118,1.281343,-43.790257
8.275000,-3.884662,-2.992716,1.199108,-0.147391,1.232439,-43.882053
8.299999,-3.939892,-2.912802,1.164684,-0.136181,1.184901,-43.878227
8.325000,-3.993970,-2.830021,1.129987,-0.124847,1.132445,-43.968933
8.349999,-4.046409,-2.747375,1.095289,-0.113821,1.081902,-44.024670
8.375000,-4.097499,-2.662271,1.059226,-0.101435,1.030266,-44.080402
8.400000,-4.147060,-2.577030,1.023709,-0.090336,0.978356,-44.102806
8.424999,-4.194983,-2.489741,0.988192,-0.078840,0.922895,-44.217007
8.450000,-4.241436,-2.401221,0.950762,-0.067000,0.870986,-44.236130
8.474999,-4.286499,-2.310653,0.914153,-0.054597,0.815251,-44.285854
8.500000,-4.329486,-2.221041,0.876996,-0.043325,0.761976,-44.269463
8.525000,-4.371065,-2.128150,0.839840,-0.031684,0.703236,-44.408798
8.549999,-4.411056,-2.035123,0.801864,-0.018873,0.648048,-44.390766
8.575000,-4.449032,-1.941276,0.764435,-0.007590,0.590675,-44.463440
8.599999,-4.485471,-1.846063,0.725366,0.004659,0.533848,-44.504421
8.625000,-4.519903,-1.750168,0.687117,0.016474,0.475381,-44.510979
8.650000,-4.552808,-1.653452,0.648322,0.028469,0.416915,-44.610424
8.674999,-4.583778,-1.555234,0.609526,0.041054,0.358175,-44.614250
8.700000,-4.612811,-1.456333,0.570184,0.052667,0.299709,-44.615891
8.724999,-4.639991,-1.356202,0.530842,0.064722,0.238783,-44.678181
8.750000,-4.665237,-1.256755,0.490954,0.076927,0.180317,-44.707142
8.775000,-4.688741,-1.156078,0.451612,0.089027,0.120758,-44.703316
8.799999,-4.710052,-1.054854,0.411997,0.100886,0.059286,-44.791286
8.825000,-4.729603,-0.952948,0.371289,0.112890,-0.000820,-44.783092
8.849999,-4.747071,-0.849129,0.331401,0.124920,-0.061198,-44.773258
8.875000,-4.762627,-0.746813,0.290966,0.136762,-0.121851,-44.792927
8.900000,-4.776110,-0.644360,0.250805,0.148794,-0.181137,-44.841560
8.924999,-4.787653,-0.539722,0.210097,0.160642,-0.242882,-44.856857
8.950000,-4.797241,-0.435629,0.169935,0.172460,-0.304626,-44.901665
8.974999,-4.804585,-0.331537,0.128681,0.184027,-0.363366,-44.849754
9.000000,-4.810144,-0.227445,0.088519,0.195815,-0.423745,-44.890736
9.025000,-4.813437,-0.122670,0.047811,0.207377,-0.486583,-44.897839
9.049999,-4.814838,-0.018168,0.007103,0.218933,-0.543956,-44.902756
9.075000,-4.814159,0.086880,-0.033878,0.230165,-0.604335,-44.874344
9.099999,-4.811478,0.190699,-0.074312,0.241509,-0.663621,-44.875435
9.125000,-4.806810,0.295884,-0.115020,0.253157,-0.724546,-44.937180
