Velocity
Time (Seconds),J1 (Degrees/Seconds),J2 (Degrees/Seconds),J3 (Degrees/Seconds),J4 (Degrees/Seconds),J5 (Degrees/Seconds),J6 (Degrees/Seconds)
16.799999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,50.499687
16.824999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,51.500721
16.850000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,52.499565
16.875000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,53.499508
16.900000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,54.500538
16.924999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,55.500477
16.949999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,56.499325
16.975000,0.027019,-0.010382,0.005464,-0.137289,-0.036063,57.500359
17.000000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,58.500298
17.025000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,59.499146
17.049999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,60.500175
17.074999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,61.500118
17.100000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,62.500057
17.125000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,63.499996
17.150000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,64.499939
17.174999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,65.499878
17.199999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,66.499817
17.225000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,67.500847
17.250000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,68.499695
17.275000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,69.499634
17.299999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,70.500664
17.324999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,71.499512
17.350000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,72.500549
17.375000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,73.499390
17.400000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,74.500427
17.424999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,75.499275
17.449999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,76.500305
17.475000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,77.500244
17.500000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,78.500183
17.525000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,79.500122
17.549999,0.027019,-0.010518,0.005464,-0.137289,-0.036063,80.500061
17.574999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,81.500000
17.600000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,82.499947
17.625000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,83.499886
17.650000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,84.499825
17.674999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,85.499763
17.699999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,86.499702
17.725000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,87.500732
17.750000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,88.499580
17.775000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,89.499519
17.799999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,90.500557
17.824999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,91.500496
17.850000,0.027019,-0.010518,0.005737,-0.137289,-0.036063,92.499344
17.875000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,93.500374
17.900000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,94.500313
17.924999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,95.499161
17.949999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,96.500191
17.975000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,97.500130
18.000000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,98.500069
18.025000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,99.500008
18.049999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,100.499954
18.074999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,101.499893
18.100000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,102.499832
18.125000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,103.500313
18.150000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,104.499710
18.174999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,105.500198
18.199999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,106.500137
18.225000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,107.500076
18.250000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,108.500015
18.275000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,109.499954
18.299999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,110.499893
18.324999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,111.499832
18.350000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,112.500320
18.375000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,113.499710
18.400000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,114.500198
18.424999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,115.500137
18.449999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,116.499535
18.475000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,117.500015
18.500000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,118.499962
18.525000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,119.500443
18.549999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,119.679672
18.574999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,118.689018
18.600000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,117.689079
18.625000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,116.689140
18.650000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,115.689201
18.674999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,114.688713
18.699999,0.027019,-0.010518,0.005737,-0.137289,-0.036063,113.689323
18.725000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,112.688835
18.750000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,111.688896
18.775000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,110.688957
18.799999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,109.689018
18.824999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,108.689072
18.850000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,107.689133
18.875000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,106.689194
18.900000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,105.688705
18.924999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,104.689316
18.949999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,103.688828
18.975000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,102.688889
19.000000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,101.688950
19.025000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,100.689011
19.049999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,99.689072
19.074999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,98.689133
19.100000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,97.689194
19.125000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,96.688705
19.150000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,95.689316
19.174999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,94.688828
19.199999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,93.689163
19.225000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,92.688950
19.250000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,91.689011
19.275000,0.027019,-0.010382,0.005464,-0.137289,-0.036063,90.689064
19.299999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,89.689125
19.324999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,88.688911
19.350000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,87.688972
19.375000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,86.689034
19.400000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,85.689095
19.424999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,84.688881
19.449999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,83.689217
19.475000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,82.689003
19.500000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,81.688789
19.525000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,80.689125
19.549999,0.027019,-0.010518,0.005737,-0.137289,-0.036063,79.688911
19.574999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,78.689247
19.600000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,77.689034
19.625000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,76.688820
19.650000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,75.689156
19.674999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,74.688942
19.699999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,73.689003
19.725000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,72.689056
19.750000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,71.689117
19.775000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,70.688904
19.799999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,69.688965
19.824999,0.027019,-0.010518,0.005464,-0.137289,-0.036063,68.689026
19.850000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,67.689087
19.875000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,66.689011
19.900000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,65.688934
19.924999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,64.689133
19.949999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,63.688919
19.975000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,62.689117
20.000000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,61.688904
20.025000,0.027019,-0.010518,0.005464,-0.137288,-0.036337,60.689098
20.049999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,59.689022
20.074999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,58.688946
20.100000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,57.689007
20.125000,0.027019,-0.010382,0.005464,-0.137289,-0.036063,56.689068
20.150000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,55.688992
20.174999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,54.689053
20.199999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,53.688976
20.225000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,52.689037
20.250000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,51.688961
20.275000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,50.689018
20.299999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,49.689079
20.324999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,48.689003
20.350000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,47.688995
20.375000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,46.689056
20.400000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,45.688980
20.424999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,44.689041
20.449999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,43.689034
20.475000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,42.689026
20.500000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,41.689014
20.525000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,40.689007
20.549999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,39.688999
20.574999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,38.688992
20.600000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,37.689053
20.625000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,36.688976
20.650000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,35.689037
20.674999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,34.689030
20.699999,0.027019,-0.010382,0.005464,-0.137289,-0.036063,33.689022
20.725000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,32.689014
20.750000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,31.689005
20.775000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,30.689032
20.799999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,29.689022
20.824999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,28.689014
20.850000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,27.689007
20.875000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,26.688999
20.900000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,25.689024
20.924999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,24.689016
20.949999,0.027019,-0.010382,0.005737,-0.137289,-0.036337,23.689026
20.975000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,22.689018
21.000000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,21.689011
21.025000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,20.689018
21.049999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,19.689011
21.074999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,18.689020
21.100000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,17.689013
21.125000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,16.689020
21.150000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,15.689013
21.174999,0.027019,-0.010518,0.005737,-0.137289,-0.036337,14.689013
21.199999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,13.689014
21.225000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,12.689023
21.250000,0.027019,-0.010518,0.005464,-0.137289,-0.036063,11.689015
21.275000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,10.689015
21.299999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,9.689016
21.324999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,8.689014
21.350000,0.027019,-0.010382,0.005464,-0.137289,-0.036337,7.689015
21.375000,0.027019,-0.010518,0.005737,-0.137289,-0.036337,6.689016
21.400000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,5.689016
21.424999,0.027019,-0.010382,0.005464,-0.137289,-0.036337,4.689016
21.449999,0.027019,-0.010518,0.005464,-0.137289,-0.036337,3.689016
21.475000,0.027019,-0.010382,0.005737,-0.137289,-0.036337,2.689016
21.500000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,1.689016
21.525000,0.027019,-0.010518,0.005464,-0.137289,-0.036337,0.689016
21.549999,0.004806,-0.000546,0.001093,-0.016526,-0.007377,0.017928
21.574999,-0.003688,0.000000,0.000000,-0.00000000032,0.000000,-0.003688
21.600000,-0.009975,0.000000,0.000000,-0.0000000007,0.000000,-0.009975
21.625000,-0.016597,0.000000,0.000000,-0.0000000015,0.000000,-0.016597
21.650000,-0.023149,0.000273,-0.000273,-0.000774,0.001366,-1.605401
21.674999,-0.029854,0.000273,0.000000,-0.000279,0.000546,-1.612354
21.699999,-0.036636,0.000000,-0.000273,-0.000032,0.000000,-1.619260
21.725000,-0.043258,0.000000,0.000273,-0.0000018,0.000000,-1.625899
21.750000,-0.049875,0.000273,-0.000273,-0.00000056,0.000000,-0.049876
21.775000,-0.056577,0.000683,0.000000,-0.0000039,-0.000546,-3.933238
21.799999,-0.063202,-0.000410,0.000000,-0.0000033,0.000273,-2.804418
21.824999,-0.069907,0.000820,-0.000546,-0.0000035,-0.000273,-2.308101
21.850000,-0.076486,0.000273,0.000000,-0.0000041,0.000000,-2.817704
21.875000,-0.083150,0.001229,-0.000546,-0.0000052,-0.000820,-3.248438
21.900000,-0.089857,0.000956,-0.000820,-0.0000027,-0.000273,-3.255147
21.924999,-0.096476,0.001366,-0.000820,-0.0000053,-0.000546,-3.973142
21.949999,-0.103100,0.001503,-0.000546,-0.0000014,-0.000820,-3.979770
21.975000,-0.109803,0.001366,-0.001093,-0.000010,-0.000273,-4.297085
22.000000,-0.116429,0.003005,-0.001093,0.000001,-0.001912,-4.303715
22.025000,-0.123045,0.002459,-0.001366,-0.000012,-0.001093,-4.870979
22.049999,-0.129755,0.003005,-0.001912,0.0000013,-0.001366,-4.877690
22.074999,-0.136371,0.003415,-0.001912,-0.000015,-0.001093,-5.385404
22.100000,-0.142998,0.004098,-0.002186,0.00000055,-0.002186,-5.392050
22.125000,-0.149699,0.005054,-0.002732,-0.0000099,-0.002186,-5.856008
22.150000,-0.156278,0.005464,-0.002732,-0.000013,-0.002732,-6.285840
22.174999,-0.162943,0.006147,-0.003552,-0.0000029,-0.002732,-6.084700
22.199999,-0.169560,0.007103,-0.003825,-0.000012,-0.003005,-6.500154
22.225000,-0.176184,0.007650,-0.003825,-0.0000034,-0.003825,-7.074804
22.250000,-0.182799,0.008333,-0.004645,-0.000023,-0.003825,-6.897390
22.275000,-0.189505,0.009699,-0.005191,-0.000015,-0.004371,-7.442114
22.299999,-0.196046,0.011202,-0.006011,0.000014,-0.005737,-7.448680
22.324999,-0.202651,0.011885,-0.006284,-0.000021,-0.005191,-7.792768
22.350000,-0.209241,0.012841,-0.007103,0.0000043,-0.006011,-8.279222
22.375000,-0.215893,0.014070,-0.007650,-0.0000073,-0.006284,-8.285882
22.400000,-0.222423,0.016666,-0.008743,-0.000026,-0.007923,-8.597039
22.424999,-0.229049,0.017212,-0.009289,-0.00000058,-0.007650,-8.897619
22.449999,-0.235659,0.018305,-0.009835,-0.000002,-0.008469,-8.904193
22.475000,-0.242185,0.020764,-0.011202,-0.000037,-0.009289,-9.470518
22.500000,-0.248686,0.021583,-0.011475,-0.0000022,-0.010382,-9.744579
22.525000,-0.255339,0.023632,-0.013114,0.0000065,-0.010655,-9.751239
22.549999,-0.261766,0.026228,-0.013934,-0.000063,-0.012568,-10.145392
22.574999,-0.268324,0.027184,-0.014480,0.0000094,-0.012294,-10.402225
22.600000,-0.274834,0.030053,-0.016666,0.000010,-0.013660,-10.653012
22.625000,-0.281319,0.032375,-0.017212,0.000010,-0.015026,-10.898045
22.650000,-0.287789,0.034151,-0.018305,-0.000054,-0.015846,-11.137853
22.674999,-0.294248,0.036883,-0.020217,-0.000015,-0.016666,-11.485236
22.699999,-0.300686,0.039342,-0.021037,0.000014,-0.018305,-11.603126
22.725000,-0.307100,0.041937,-0.022676,-0.000060,-0.019125,-11.937156
22.750000,-0.313442,0.044943,-0.024042,0.000032,-0.021037,-12.262204
22.775000,-0.319892,0.047538,-0.025955,-0.000016,-0.021857,-12.476468
22.799999,-0.326240,0.050680,-0.027048,-0.000035,-0.023496,-12.687247
22.824999,-0.332513,0.053412,-0.028960,-0.000031,-0.024315,-12.894509
22.850000,-0.338821,0.056964,-0.030599,0.000029,-0.026774,-13.196472
22.875000,-0.345001,0.060515,-0.032512,-0.000090,-0.027321,-13.491467
22.900000,-0.351396,0.063248,-0.033878,0.000063,-0.029780,-13.687222
22.924999,-0.357510,0.068165,-0.036883,-0.000059,-0.031146,-14.063702
22.949999,-0.363674,0.071307,-0.038522,0.000021,-0.033058,-14.160997
22.975000,-0.369788,0.074722,-0.040435,0.000038,-0.034424,-14.525524
23.000000,-0.375909,0.079094,-0.042620,-0.000125,-0.036063,-14.794532
23.025000,-0.381925,0.082918,-0.044806,0.000027,-0.038522,-14.973346
23.049999,-0.388004,0.087426,-0.046992,0.0000100,-0.040435,-15.318885
23.074999,-0.393899,0.092481,-0.049997,-0.000012,-0.042347,-15.491654
23.100000,-0.399879,0.096032,-0.051636,-0.000050,-0.044260,-15.825788
23.125000,-0.405770,0.101633,-0.054915,-0.000109,-0.046718,-15.993298
23.150000,-0.411491,0.106414,-0.057647,0.000014,-0.048904,-16.238194
23.174999,-0.417314,0.111605,-0.059832,0.000075,-0.051909,-16.557404
23.199999,-0.423092,0.115703,-0.062291,-0.000018,-0.053275,-16.870567
23.225000,-0.428624,0.121851,-0.066389,-0.000156,-0.055461,-16.952051
23.250000,-0.434253,0.126905,-0.068302,-0.000024,-0.058466,-17.332493
23.275000,-0.439771,0.133052,-0.071580,0.0000089,-0.061745,-17.632065
23.299999,-0.445235,0.138516,-0.074859,-0.000085,-0.063657,-17.782534
23.324999,-0.450638,0.144937,-0.078137,0.000063,-0.066663,-18.003559
23.350000,-0.455954,0.150811,-0.081416,0.000016,-0.069668,-18.361872
23.375000,-0.461140,0.157231,-0.084968,0.0000061,-0.072127,-18.575792
23.400000,-0.466369,0.162832,-0.087700,0.000077,-0.075132,-18.855694
23.424999,-0.471347,0.169799,-0.092071,-0.000186,-0.077864,-19.130951
23.449999,-0.476395,0.177585,-0.095349,-0.0000028,-0.081962,-19.335993
23.475000,-0.481379,0.183595,-0.099448,-0.000016,-0.084148,-19.670195
23.500000,-0.486105,0.190562,-0.102999,-0.000079,-0.087700,-19.805159
23.525000,-0.490807,0.198212,-0.106824,-0.000043,-0.091251,-20.131094
23.549999,-0.495479,0.205042,-0.111195,-0.000053,-0.094257,-20.389345
23.574999,-0.499929,0.213512,-0.115020,0.000122,-0.098082,-20.581820
23.600000,-0.504399,0.220342,-0.119119,-0.000081,-0.101360,-20.895666
23.625000,-0.508755,0.228948,-0.123763,0.000107,-0.105185,-21.083496
23.650000,-0.512798,0.237554,-0.128134,-0.000195,-0.109556,-21.389763
23.674999,-0.516885,0.244931,-0.132506,0.000078,-0.112288,-21.692135
23.699999,-0.520847,0.253537,-0.137150,-0.000131,-0.116386,-21.930986
23.725000,-0.524731,0.261869,-0.141522,-0.000022,-0.120211,-22.109665
23.750000,-0.528454,0.271295,-0.146712,0.000185,-0.124583,-22.401449
23.775000,-0.531929,0.280584,-0.151630,-0.000036,-0.129227,-22.632721
23.799999,-0.535365,0.289054,-0.156548,-0.000026,-0.132506,-22.918016
23.824999,-0.538618,0.298616,-0.161466,-0.000033,-0.137150,-23.199217
23.850000,-0.541707,0.307632,-0.166383,-0.000191,-0.140975,-23.367512
23.875000,-0.544793,0.317604,-0.172121,0.000144,-0.146166,-23.697752
23.900000,-0.547566,0.327439,-0.176765,-0.000141,-0.150264,-23.915430
23.924999,-0.550200,0.337411,-0.183049,0.000046,-0.154635,-24.184813
23.949999,-0.552780,0.347247,-0.187967,-0.000033,-0.159280,-24.450712
23.975000,-0.555034,0.357629,-0.193704,0.0000073,-0.163651,-24.661219
24.000000,-0.557237,0.368147,-0.199168,-0.000116,-0.169115,-24.974176
24.025000,-0.559203,0.378529,-0.205452,-0.000016,-0.173214,-25.129358
24.049999,-0.561038,0.389867,-0.211189,0.000021,-0.178405,-25.485622
24.074999,-0.562586,0.400522,-0.217200,-0.0000037,-0.183869,-25.686975
24.100000,-0.563992,0.411587,-0.222937,0.000025,-0.188240,-25.936550
24.125000,-0.565281,0.422789,-0.229768,-0.000244,-0.193158,-26.134489
24.150000,-0.566287,0.434127,-0.235232,0.000111,-0.198895,-26.476545
24.174999,-0.567076,0.445602,-0.242062,0.000113,-0.203813,-26.670387
24.199999,-0.567678,0.457759,-0.248346,-0.000114,-0.209004,-26.956707
24.225000,-0.568016,0.469097,-0.254629,-0.000213,-0.214468,-27.192896
24.250000,-0.568272,0.481255,-0.261460,-0.000029,-0.220479,-27.473890
24.275000,-0.568135,0.493140,-0.267743,0.000131,-0.224850,-27.659807
24.299999,-0.567956,0.505571,-0.274847,0.000063,-0.231407,-27.935884
24.324999,-0.567341,0.517592,-0.281404,0.0000093,-0.236051,-28.253214
24.350000,-0.566470,0.530706,-0.288507,-0.000244,-0.242062,-28.387495
24.375000,-0.565604,0.543000,-0.295337,0.000177,-0.247526,-28.699909
24.400000,-0.564327,0.555568,-0.302168,0.000136,-0.253810,-28.920660
24.424999,-0.562705,0.568682,-0.309271,-0.000096,-0.259001,-29.226379
24.449999,-0.561049,0.581249,-0.316921,0.000228,-0.264738,-29.399321
24.475000,-0.558850,0.594500,-0.323478,-0.000307,-0.270749,-29.742332
24.500000,-0.556609,0.608160,-0.330854,-0.000181,-0.277032,-29.911312
24.525000,-0.554078,0.620591,-0.338504,0.000502,-0.282223,-30.121819
24.549999,-0.551094,0.634525,-0.345881,-0.000364,-0.288780,-30.455540
24.574999,-0.547871,0.647365,-0.353257,-0.000304,-0.293971,-30.660173
24.600000,-0.544618,0.661572,-0.360907,0.000402,-0.301621,-30.947041
24.625000,-0.540665,0.674413,-0.368011,-0.000352,-0.305992,-31.147985
24.650000,-0.536686,0.687800,-0.375934,-0.000219,-0.311730,-31.388954
24.674999,-0.532383,0.702553,-0.383583,0.000335,-0.319380,-31.707924
24.699999,-0.527696,0.715804,-0.390960,-0.000197,-0.324571,-31.903267
24.725000,-0.522795,0.729464,-0.398883,0.000148,-0.330581,-32.097519
24.750000,-0.517494,0.743125,-0.406533,0.000145,-0.336592,-32.447361
24.775000,-0.511842,0.757468,-0.414183,-0.000202,-0.343422,-32.597897
24.799999,-0.505912,0.771402,-0.422379,0.000027,-0.348886,-32.864277
24.824999,-0.499727,0.784516,-0.429482,0.000093,-0.355443,-33.166306
24.850000,-0.493140,0.798996,-0.437952,0.000329,-0.360634,-33.351131
24.875000,-0.486032,0.813202,-0.445328,-0.000415,-0.367737,-33.609722
24.900000,-0.478954,0.826180,-0.453251,0.000220,-0.372928,-33.865719
24.924999,-0.471257,0.840660,-0.461174,-0.000238,-0.380032,-34.082645
24.949999,-0.463305,0.854183,-0.469097,-0.000217,-0.384949,-34.334541
24.975000,-0.455147,0.867844,-0.476474,0.000403,-0.390960,-34.584801
25.000000,-0.446378,0.882187,-0.484943,0.000047,-0.397790,-34.831234
25.025000,-0.437264,0.895438,-0.492320,-0.000397,-0.402981,-35.076027
25.049999,-0.427997,0.909645,-0.500243,0.000144,-0.409811,-35.318634
25.074999,-0.418242,0.923032,-0.507893,-0.000055,-0.415002,-35.523815
25.100000,-0.408253,0.936419,-0.515543,0.000145,-0.420740,-35.797569
25.125000,-0.397615,0.949123,-0.523193,-0.000067,-0.426477,-35.999741
25.150000,-0.386926,0.963057,-0.530569,-0.000022,-0.432214,-36.268578
25.174999,-0.375699,0.976854,-0.538765,-0.000023,-0.438225,-36.465286
25.199999,-0.364216,0.989011,-0.545596,0.000352,-0.442596,-36.765816
25.225000,-0.352028,1.001579,-0.553245,-0.000392,-0.449426,-36.993671
25.250000,-0.340015,1.015103,-0.560622,0.000214,-0.453525,-37.186008
25.275000,-0.327145,1.027670,-0.567999,-0.000211,-0.460082,-37.477249
25.299999,-0.314065,1.040238,-0.575375,0.000082,-0.464999,-37.699913
25.324999,-0.300755,1.051986,-0.582205,0.000030,-0.469644,-37.920116
25.350000,-0.286830,1.063734,-0.589036,0.000041,-0.475108,-38.138683
25.375000,-0.272734,1.076165,-0.596685,-0.000181,-0.479479,-38.388123
25.400000,-0.258096,1.087913,-0.602969,0.000080,-0.485217,-38.635921
25.424999,-0.243240,1.098977,-0.609799,0.000117,-0.489315,-38.913502
25.449999,-0.227906,1.110042,-0.616356,-0.000023,-0.492866,-39.059666
25.475000,-0.212223,1.121517,-0.622640,-0.000057,-0.499423,-39.365112
25.500000,-0.196146,1.131694,-0.629197,0.000013,-0.502702,-39.572205
25.525000,-0.179745,1.141939,-0.635208,-0.000198,-0.506527,-39.777657
25.549999,-0.162921,1.152321,-0.641765,0.000107,-0.511445,-40.076000
25.574999,-0.145428,1.158127,-0.644770,0.000060,-0.512537,-40.121353
25.600000,-0.127204,1.160722,-0.646956,-0.000143,-0.514723,-40.134464
25.625000,-0.109198,1.162567,-0.648048,0.000110,-0.513903,-40.084469
25.650000,-0.090880,1.163864,-0.649688,0.000016,-0.514723,-40.128181
25.674999,-0.072831,1.164684,-0.650780,0.000033,-0.513630,-40.048130
25.699999,-0.054612,1.165640,-0.651327,0.000026,-0.514177,-40.060974
25.725000,-0.036469,1.166050,-0.651873,0.000031,-0.513903,-40.012070
