Position
Time (Seconds),J1 (Degrees),J2 (Degrees),J3 (Degrees),J4 (Degrees),J5 (Degrees),J6 (Degrees)
29.725000,1.353460,-27.642202,58.694378,0.000065,58.947811,-245.651993
29.750000,1.363840,-27.668571,58.709377,0.000068,58.959190,-246.641037
29.775000,1.373819,-27.695150,58.724472,0.000065,58.970673,-247.630447
29.799999,1.383388,-27.721939,58.739697,0.000069,58.982235,-248.621078
29.824999,1.392550,-27.748913,58.755009,0.000068,58.993908,-249.612076
29.850000,1.401299,-27.776091,58.770412,0.000068,59.005669,-250.603500
29.875000,1.409630,-27.803413,58.785915,0.000069,59.017502,-251.595383
29.900000,1.417545,-27.830933,58.801502,0.000066,59.029427,-252.587631
29.924999,1.425036,-27.858597,58.817169,0.000068,59.041428,-253.580338
29.949999,1.432102,-27.886412,58.832912,0.000068,59.053493,-254.572678
29.975000,1.438742,-27.914385,58.848724,0.000068,59.065659,-255.565460
30.000000,1.444950,-27.942486,58.864613,0.000069,59.077873,-256.559418
30.025000,1.450728,-27.970737,58.880562,0.000067,59.090179,-257.553833
30.049999,1.456070,-27.999088,58.896572,0.000068,59.102528,-258.549469
30.074999,1.460975,-28.027554,58.912628,0.000068,59.114933,-259.543945
30.100000,1.465443,-28.056131,58.928730,0.000067,59.127403,-260.538849
30.125000,1.469468,-28.084816,58.944874,0.000069,59.139954,-261.535797
30.150000,1.473052,-28.113573,58.961071,0.000067,59.152504,-262.531616
30.174999,1.476190,-28.142391,58.977283,0.000068,59.165127,-263.528656
30.199999,1.478884,-28.171299,58.993534,0.000065,59.177765,-264.525330
30.225000,1.481130,-28.200268,59.009808,0.000065,59.190460,-265.524048
30.250000,1.482927,-28.229273,59.026100,0.000065,59.203178,-266.522430
30.275000,1.484274,-28.258354,59.042416,0.000065,59.215950,-267.520447
30.299999,1.485171,-28.287445,59.058720,0.000065,59.228737,-268.519745
30.324999,1.485617,-28.316561,59.075043,0.000065,59.241524,-269.518707
30.350000,1.485611,-28.345695,59.091362,0.000065,59.254364,-270.519684
30.375000,1.485151,-28.374853,59.107674,0.000064,59.267193,-271.519501
30.400000,1.484238,-28.404007,59.123970,0.000064,59.280041,-272.520599
30.424999,1.482870,-28.433142,59.140259,0.000064,59.292908,-273.522156
30.449999,1.481049,-28.462257,59.156521,0.000062,59.305763,-274.524170
30.475000,1.478775,-28.491354,59.172756,0.000063,59.318623,-275.525818
30.500000,1.476046,-28.520395,59.188953,0.000062,59.331478,-276.528717
30.525000,1.472863,-28.549437,59.205132,0.000062,59.344326,-277.532837
30.549999,1.469228,-28.578388,59.221264,0.000062,59.357143,-278.535858
30.574999,1.465151,-28.607185,59.237297,0.000062,59.369919,-279.536957
30.600000,1.460657,-28.635736,59.253178,0.000060,59.382603,-280.532196
30.625000,1.455752,-28.664030,59.268906,0.000055,59.395168,-281.521484
30.650000,1.450445,-28.692074,59.284477,0.000058,59.407635,-282.503998
30.674999,1.444746,-28.719826,59.299881,0.000059,59.419983,-283.482086
30.699999,1.438665,-28.747297,59.315132,0.000058,59.432194,-284.454071
30.725000,1.432211,-28.774506,59.330208,0.000056,59.444340,-285.419952
30.750000,1.425394,-28.801388,59.345116,0.000054,59.456306,-286.379608
30.775000,1.418220,-28.827995,59.359848,0.000054,59.468178,-287.333069
30.799999,1.410702,-28.854315,59.374413,0.000054,59.479946,-288.281891
30.824999,1.402847,-28.880295,59.388783,0.000052,59.491550,-289.224335
30.850000,1.394667,-28.905972,59.402981,0.000053,59.503033,-290.160400
30.875000,1.386170,-28.931360,59.416996,0.000047,59.514404,-291.090027
30.900000,1.377363,-28.956404,59.430828,0.000052,59.525604,-292.014832
30.924999,1.368260,-28.981142,59.444481,0.000049,59.536709,-292.933075
30.949999,1.358867,-29.005535,59.457939,0.000043,59.547653,-293.845551
30.975000,1.349192,-29.029623,59.471210,0.000052,59.558453,-294.752258
31.000000,1.339250,-29.053364,59.484287,0.000047,59.569115,-295.653931
31.025000,1.329046,-29.076782,59.497177,0.000044,59.579651,-296.547058
31.049999,1.318588,-29.099836,59.509876,0.000046,59.590012,-297.436859
31.074999,1.307887,-29.122572,59.522373,0.000047,59.600246,-298.318024
31.100000,1.296953,-29.144957,59.534683,0.000041,59.610332,-299.195770
31.125000,1.285791,-29.166994,59.546791,0.000044,59.620243,-300.066528
31.150000,1.274415,-29.188719,59.558716,0.000044,59.630051,-300.931061
31.174999,1.262830,-29.210058,59.570446,0.000045,59.639668,-301.789368
31.199999,1.251050,-29.231079,59.581959,0.000037,59.649162,-302.641357
31.225000,1.239075,-29.251755,59.593304,0.000040,59.658493,-303.487946
31.250000,1.226919,-29.272064,59.604439,0.000045,59.667671,-304.327209
31.275000,1.214593,-29.292028,59.615376,0.000035,59.676708,-305.161835
31.299999,1.202099,-29.311665,59.626125,0.000045,59.685589,-305.990936
31.324999,1.189451,-29.330915,59.636677,0.000038,59.694298,-306.812500
31.350000,1.176654,-29.349869,59.647038,0.000034,59.702888,-307.627411
31.375000,1.163715,-29.368448,59.657204,0.000040,59.711304,-308.438538
31.400000,1.150646,-29.386694,59.667175,0.000039,59.719570,-309.240906
31.424999,1.137453,-29.404591,59.676949,0.000035,59.727688,-310.039459
31.449999,1.124143,-29.422129,59.686531,0.000034,59.735645,-310.830048
31.475000,1.110726,-29.439339,59.695930,0.000033,59.743465,-311.615753
31.500000,1.097204,-29.456209,59.705128,0.000036,59.751129,-312.394409
31.525000,1.083593,-29.472742,59.714153,0.000026,59.758629,-313.168030
31.549999,1.069894,-29.488914,59.722977,0.000024,59.765999,-313.935547
31.574999,1.056116,-29.504791,59.731632,0.000014,59.773220,-314.694763
31.600000,1.042263,-29.520304,59.740093,0.000033,59.780262,-315.449860
31.625000,1.028347,-29.535494,59.748356,0.000030,59.787193,-316.197601
31.650000,1.014375,-29.550352,59.756451,0.000024,59.793957,-316.940033
31.674999,1.000350,-29.564894,59.764366,0.000021,59.800575,-317.677124
31.699999,0.986280,-29.579105,59.772099,0.000021,59.807056,-318.405548
31.725000,0.972173,-29.593008,59.779659,0.000023,59.813400,-319.128510
31.750000,0.958031,-29.606583,59.787045,0.000028,59.819595,-319.847107
31.775000,0.943866,-29.619833,59.794250,0.000034,59.825649,-320.557892
31.799999,0.929684,-29.632786,59.801300,0.000016,59.831551,-321.261871
31.824999,0.915487,-29.645426,59.808163,0.000020,59.837322,-321.960236
31.850000,0.901283,-29.657751,59.814865,0.000016,59.842949,-322.653992
31.875000,0.887077,-29.669779,59.821392,0.000017,59.848454,-323.338440
31.900000,0.872873,-29.681509,59.827759,0.000022,59.853817,-324.018250
31.924999,0.858682,-29.692944,59.833961,0.000019,59.859039,-324.692108
31.949999,0.844504,-29.704090,59.840012,0.000019,59.864151,-325.359985
31.975000,0.830346,-29.714933,59.845894,0.000019,59.869110,-326.021851
32.000000,0.816215,-29.725510,59.851631,0.000015,59.873943,-326.676361
32.025002,0.802113,-29.735796,59.857212,0.000017,59.878643,-327.323486
32.050003,0.788048,-29.745819,59.862640,0.000016,59.883240,-327.966858
32.075001,0.774023,-29.755552,59.867920,0.000014,59.887699,-328.602661
32.100002,0.760042,-29.765009,59.873051,0.000014,59.892025,-329.232147
32.125000,0.746111,-29.774233,59.878036,0.000011,59.896259,-329.855164
32.150002,0.732233,-29.783163,59.882877,0.000015,59.900349,-330.471680
32.175003,0.718416,-29.791843,59.887577,0.0000059,59.904331,-331.082916
32.200001,0.704659,-29.800276,59.892147,0.000013,59.908203,-331.687500
32.225002,0.690969,-29.808445,59.896572,0.000008,59.911942,-332.285339
32.250000,0.677351,-29.816393,59.900864,0.0000055,59.915596,-332.876404
32.275002,0.663806,-29.824097,59.905037,0.0000085,59.919121,-333.463318
32.300003,0.650341,-29.831554,59.909073,0.0000065,59.922554,-334.041870
32.325001,0.636956,-29.838789,59.912979,0.0000068,59.925873,-334.614807
32.350002,0.623658,-29.845783,59.916763,0.0000028,59.929077,-335.180573
32.375000,0.610448,-29.852547,59.920429,0.0000023,59.932186,-335.740601
32.400002,0.597329,-29.859118,59.923977,0.0000077,59.935211,-336.293335
32.425003,0.584309,-29.865459,59.927410,-0.0000013,59.938114,-336.843018
32.450001,0.571384,-29.871593,59.930725,0.0000022,59.940933,-337.383820
32.475002,0.558562,-29.877520,59.933922,0.000004,59.943661,-337.918518
32.500000,0.545845,-29.883228,59.937008,-0.0000022,59.946281,-338.445587
32.525002,0.533236,-29.888744,59.939991,-0.00000033,59.948818,-338.967957
32.550003,0.520737,-29.894075,59.942867,-0.0000031,59.951267,-339.482483
32.575001,0.508350,-29.899208,59.945641,-0.000001,59.953632,-339.992218
32.600002,0.496080,-29.904171,59.948326,-0.0000051,59.955906,-340.497070
32.625000,0.483926,-29.908947,59.950901,-0.0000032,59.958115,-340.993774
32.650002,0.471892,-29.913542,59.953381,0.00000016,59.960232,-341.483887
32.675003,0.459982,-29.917961,59.955769,-0.0000029,59.962254,-341.965607
32.700001,0.448197,-29.922195,59.958057,-0.000005,59.964207,-342.443848
32.725002,0.436539,-29.926291,59.960266,-0.000011,59.966084,-342.915222
32.750000,0.425007,-29.930210,59.962387,-0.0000046,59.967888,-343.379608
32.775002,0.413610,-29.933973,59.964409,-0.0000065,59.969627,-343.838623
32.800003,0.402345,-29.937593,59.966370,-0.0000079,59.971287,-344.290436
32.825001,0.391213,-29.941061,59.968243,-0.0000057,59.972881,-344.734985
32.850002,0.380219,-29.944376,59.970032,-0.0000088,59.974411,-345.173950
32.875000,0.369362,-29.947563,59.971752,-0.000008,59.975880,-345.605377
32.900002,0.358645,-29.950598,59.973385,-0.0000097,59.977280,-346.034821
32.925003,0.348070,-29.953508,59.974957,-0.0000087,59.978611,-346.452759
32.950001,0.337637,-29.956295,59.976452,-0.000011,59.979908,-346.866638
32.975002,0.327349,-29.958952,59.977886,-0.000011,59.981129,-347.274567
33.000000,0.317204,-29.961462,59.979244,-0.000010,59.982285,-347.674377
33.025002,0.307208,-29.963886,59.980556,-0.000012,59.983398,-348.067963
33.050003,0.297360,-29.966188,59.981792,-0.000012,59.984463,-348.455231
33.075001,0.287661,-29.968380,59.982975,-0.000012,59.985474,-348.840302
33.100002,0.278111,-29.970465,59.984100,-0.000014,59.986431,-349.212463
33.125000,0.268714,-29.972431,59.985161,-0.000014,59.987331,-349.582336
33.150002,0.259469,-29.974302,59.986164,-0.000016,59.988201,-349.945465
33.175003,0.250376,-29.976091,59.987133,-0.000013,59.989025,-350.299469
33.200001,0.241438,-29.977779,59.988041,-0.000016,59.989799,-350.648773
33.225002,0.232656,-29.979382,59.988903,-0.000016,59.990543,-350.993286
33.250000,0.224028,-29.980877,59.989716,-0.000017,59.991226,-351.330566
33.275002,0.215558,-29.982300,59.990482,-0.000017,59.991890,-351.660461
33.300003,0.207245,-29.983639,59.991203,-0.000016,59.992508,-351.982819
33.325001,0.199089,-29.984903,59.991882,-0.000018,59.993084,-352.302521
33.350002,0.191092,-29.986088,59.992523,-0.000017,59.993629,-352.614410
33.375000,0.183256,-29.987215,59.993130,-0.000017,59.994148,-352.915680
33.400002,0.175578,-29.988264,59.993698,-0.000018,59.994629,-353.214111
33.425003,0.168062,-29.989241,59.994225,-0.000019,59.995083,-353.506927
33.450001,0.160706,-29.990162,59.994717,-0.000018,59.995514,-353.791260
33.475002,0.153510,-29.991013,59.995174,-0.000019,59.995903,-354.069702
33.500000,0.146477,-29.991816,59.995609,-0.000020,59.996265,-354.345093
33.525002,0.139607,-29.992571,59.996014,-0.000020,59.996616,-354.611420
33.550003,0.132898,-29.993271,59.996387,-0.000020,59.996948,-354.868347
33.575001,0.126353,-29.993925,59.996738,-0.000021,59.997250,-355.122009
33.600002,0.119971,-29.994507,59.997066,-0.000021,59.997501,-355.372284
33.625000,0.113752,-29.995070,59.997360,-0.000022,59.997768,-355.609222
33.650002,0.107699,-29.995565,59.997631,-0.000022,59.998001,-355.845978
33.675003,0.101808,-29.996033,59.997887,-0.000022,59.998215,-356.075684
33.700001,0.096082,-29.996460,59.998116,-0.000022,59.998409,-356.298126
33.725002,0.090520,-29.996845,59.998322,-0.000022,59.998581,-356.513062
33.750000,0.085123,-29.997211,59.998520,-0.000023,59.998753,-356.716309
33.775002,0.079892,-29.997545,59.998692,-0.000023,59.998909,-356.919342
33.800003,0.074826,-29.997847,59.998856,-0.000023,59.999046,-357.118256
33.825001,0.069925,-29.998129,59.999004,-0.000024,59.999184,-357.304474
33.850002,0.065188,-29.998348,59.999126,-0.000024,59.999271,-357.490509
33.875000,0.060617,-29.998569,59.999245,-0.000024,59.999386,-357.662933
33.900002,0.056212,-29.998781,59.999359,-0.000024,59.999485,-357.830475
33.925003,0.051972,-29.998940,59.999443,-0.000024,59.999550,-357.992981
33.950001,0.047900,-29.999096,59.999531,-0.000024,59.999626,-358.150299
33.975002,0.043993,-29.999226,59.999599,-0.000025,59.999680,-358.307434
34.000000,0.040251,-29.999346,59.999668,-0.000025,59.999737,-358.453827
34.025002,0.036676,-29.999445,59.999714,-0.000025,59.999783,-358.588623
34.050003,0.033266,-29.999537,59.999771,-0.000025,59.999825,-358.717133
34.075001,0.030023,-29.999626,59.999809,-0.000026,59.999874,-358.839081
34.100002,0.026946,-29.999683,59.999844,-0.000026,59.999893,-358.967255
34.125000,0.024035,-29.999743,59.999878,-0.000026,59.999920,-359.074860
34.150002,0.021290,-29.999790,59.999908,-0.000026,59.999947,-359.174530
34.175003,0.018713,-29.999830,59.999928,-0.000026,59.999962,-359.281769
34.200001,0.016301,-29.999861,59.999943,-0.000026,59.999981,-359.363342
34.225002,0.014055,-29.999891,59.999954,-0.000026,59.999996,-359.462494
34.250000,0.011976,-29.999905,59.999969,-0.000026,60.000004,-359.543732
34.275002,0.010063,-29.999916,59.999973,-0.000026,60.000004,-359.601593
34.300003,0.008317,-29.999939,59.999989,-0.000027,60.000008,-359.682465
34.325001,0.006736,-29.999943,59.999989,-0.000027,60.000008,-359.739990
34.350002,0.005322,-29.999954,59.999989,-0.000027,60.000023,-359.797363
34.375000,0.004074,-29.999956,59.999996,-0.000027,60.000023,-359.838196
34.400002,0.002993,-29.999954,59.999989,-0.000027,60.000023,-359.878845
34.425003,0.002078,-29.999960,59.999996,-0.000027,60.000023,-359.919342
34.450001,0.001329,-29.999964,59.999996,-0.000027,60.000031,-359.920074
34.475002,0.000748,-29.999968,59.999996,-0.000027,60.000031,-359.976593
34.500000,0.000332,-29.999956,59.999996,-0.000027,60.000023,-359.977020
34.525002,0.000082,-29.999956,59.999996,-0.000027,60.000023,-359.977264
34.550003,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.977325
34.575001,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.977325
34.600002,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.964813
34.625000,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.927338
34.650002,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.864838
34.675003,-0.0000015,-29.999956,59.999996,-0.000027,60.000023,-359.777344
34.700001,-0.0000015,-29.999956,59.999996,-0.000026,60.000023,-359.664856
34.725002,-0.0000015,-29.999956,59.999996,-0.000026,60.000023,-359.527344
34.750000,-0.0000015,-29.999956,59.999996,-0.000026,60.000023,-359.364838
34.775002,-0.0000015,-29.999956,59.999996,-0.000026,60.000023,-359.177338
34.800003,-0.0000015,-29.999956,59.999996,-0.000026,60.000023,-358.964844
34.825001,-0.0000015,-29.999960,59.999996,-0.000026,60.000023,-358.727325
34.850002,-0.0000015,-29.999960,59.999996,-0.000026,60.000023,-358.464844
34.875000,-0.0000015,-29.999960,59.999996,-0.000026,60.000023,-358.177338
34.900002,-0.0000015,-29.999960,59.999996,-0.000026,60.000023,-357.864838
34.925003,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-357.527344
34.950001,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-357.164825
34.975002,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-356.777344
35.000000,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-356.364838
35.025002,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-355.927338
35.050003,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-355.464844
35.075001,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-354.977325
35.100002,-0.0000014,-29.999960,59.999996,-0.000025,60.000023,-354.464844
35.125000,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-353.927338
35.150002,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-353.364838
35.175003,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-352.777344
35.200001,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-352.164825
35.225002,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-351.527313
35.250000,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-350.864838
35.275002,-0.0000014,-29.999960,59.999996,-0.000024,60.000023,-350.177338
35.300003,-0.0000014,-29.999964,59.999996,-0.000024,60.000023,-349.464844
35.325001,-0.0000013,-29.999964,59.999996,-0.000024,60.000023,-348.727325
35.350002,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-347.964844
35.375000,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-347.177338
35.400002,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-346.364838
35.425003,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-345.527344
35.450001,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-344.664856
35.475002,-0.0000013,-29.999964,59.999996,-0.000023,60.000023,-343.777344
35.500000,-0.0000013,-29.999964,59.999996,-0.000023,60.000015,-342.864838
35.525002,-0.0000013,-29.999964,59.999996,-0.000023,60.000015,-341.927338
35.550003,-0.0000013,-29.999964,59.999996,-0.000023,60.000015,-340.964844
35.575001,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-339.977356
35.600002,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-338.964844
35.625000,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-337.927338
35.650002,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-336.864838
35.675003,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-335.777344
35.700001,-0.0000013,-29.999964,59.999996,-0.000022,60.000015,-334.664856
35.725002,-0.0000012,-29.999964,59.999996,-0.000022,60.000015,-333.527344
35.750000,-0.0000012,-29.999964,59.999996,-0.000022,60.000015,-332.364838
35.775002,-0.0000012,-29.999968,59.999996,-0.000022,60.000015,-331.177338
35.800003,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-329.964844
35.825001,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-328.727325
35.850002,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-327.464844
35.875000,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-326.177338
35.900002,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-324.864838
35.925003,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-323.527344
35.950001,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-322.164825
35.975002,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-320.777313
36.000000,-0.0000012,-29.999968,59.999996,-0.000021,60.000015,-319.364838
36.025002,-0.0000012,-29.999968,59.999996,-0.000020,60.000015,-317.927338
36.050003,-0.0000012,-29.999968,59.999996,-0.000020,60.000015,-316.464813
36.075001,-0.0000012,-29.999968,59.999996,-0.000020,60.000015,-314.977356
36.100002,-0.0000011,-29.999968,59.999996,-0.000020,60.000015,-313.464844
36.125000,-0.0000011,-29.999968,59.999996,-0.000020,60.000015,-311.927338
36.150002,-0.0000011,-29.999968,59.999996,-0.000020,60.000015,-310.364838
36.175003,-0.0000011,-29.999968,59.999996,-0.000020,60.000015,-308.777344
36.200001,-0.0000011,-29.999968,59.999996,-0.000020,60.000015,-307.164825
36.225002,-0.0000011,-29.999971,59.999996,-0.000020,60.000015,-305.527344
36.250000,-0.0000011,-29.999971,59.999996,-0.000019,60.000015,-303.864838
36.275002,-0.0000011,-29.999971,59.999996,-0.000019,60.000015,-302.177338
36.300003,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-300.464844
36.325001,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-298.727356
36.350002,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-296.964813
36.375000,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-295.177338
36.400002,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-293.364838
36.425003,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-291.527344
36.450001,-0.000001,-29.999971,59.999996,-0.000019,60.000015,-289.664825
36.475002,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-287.777344
36.500000,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-285.864838
36.525002,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-283.927338
36.550003,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-281.964844
36.575001,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-279.977325
36.600002,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-277.964813
36.625000,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-275.927338
36.650002,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-273.864838
36.675003,-0.000001,-29.999971,59.999996,-0.000018,60.000015,-271.777313
36.700001,-0.00000099,-29.999973,59.999996,-0.000017,60.000015,-269.664825
36.725002,-0.00000099,-29.999973,59.999996,-0.000017,60.000015,-267.527344
36.750000,-0.00000098,-29.999973,59.999996,-0.000017,60.000015,-265.364838
36.775002,-0.00000097,-29.999973,59.999996,-0.000017,60.000015,-263.177338
36.800003,-0.00000097,-29.999973,59.999996,-0.000017,60.000015,-260.964844
36.825001,-0.00000096,-29.999973,59.999996,-0.000017,60.000015,-258.727356
36.850002,-0.00000096,-29.999973,59.999996,-0.000017,60.000015,-256.464844
36.875000,-0.00000095,-29.999973,59.999996,-0.000017,60.000015,-254.177322
36.900002,-0.00000094,-29.999973,59.999996,-0.000017,60.000015,-251.864838
36.925003,-0.00000094,-29.999973,59.999996,-0.000016,60.000015,-249.527328
36.950001,-0.00000093,-29.999973,59.999996,-0.000016,60.000015,-247.164825
36.975002,-0.00000092,-29.999973,59.999996,-0.000016,60.000015,-244.777344
37.000000,-0.00000092,-29.999973,59.999996,-0.000016,60.000015,-242.364838
37.025002,-0.00000091,-29.999973,59.999996,-0.000016,60.000015,-239.927338
37.050003,-0.0000009,-29.999973,59.999996,-0.000016,60.000015,-237.464828
37.075001,-0.00000090,-29.999973,59.999996,-0.000016,60.000015,-234.977341
37.100002,-0.00000089,-29.999973,59.999996,-0.000016,60.000015,-232.464828
37.125000,-0.00000088,-29.999973,59.999996,-0.000016,60.000015,-229.927338
37.150002,-0.00000088,-29.999973,59.999996,-0.000015,60.000015,-227.364838
37.175003,-0.00000087,-29.999977,59.999996,-0.000015,60.000015,-224.777328
37.200001,-0.00000087,-29.999977,59.999996,-0.000015,60.000015,-222.164841
37.225002,-0.00000086,-29.999977,59.999996,-0.000015,60.000015,-219.527344
37.250000,-0.00000085,-29.999977,59.999996,-0.000015,60.000015,-216.864838
37.275002,-0.00000085,-29.999977,59.999996,-0.000015,60.000015,-214.177338
37.300003,-0.00000084,-29.999977,59.999996,-0.000015,60.000015,-211.464828
37.325001,-0.00000083,-29.999977,59.999996,-0.000015,60.000015,-208.727325
37.350002,-0.00000083,-29.999977,59.999996,-0.000014,60.000008,-205.964828
37.375000,-0.00000082,-29.999977,59.999996,-0.000014,60.000008,-203.177338
37.400002,-0.00000081,-29.999977,59.999996,-0.000014,60.000008,-200.364838
37.425003,-0.0000008,-29.999977,59.999996,-0.000014,60.000008,-197.527344
37.450001,-0.0000008,-29.999977,59.999996,-0.000014,60.000008,-194.664841
37.475002,-0.00000080,-29.999977,59.999996,-0.000014,60.000008,-191.777328
37.500000,-0.00000079,-29.999977,59.999996,-0.000014,60.000008,-188.864838
37.525002,-0.00000078,-29.999977,59.999996,-0.000014,60.000008,-185.927338
37.550003,-0.00000078,-29.999977,59.999996,-0.000014,60.000008,-182.964844
37.575001,-0.00000077,-29.999977,59.999996,-0.000013,60.000008,-179.977325
37.600002,-0.00000076,-29.999977,59.999996,-0.000013,60.000008,-176.990021
37.625000,-0.00000076,-29.999977,59.999996,-0.000013,60.000008,-174.027710
37.650002,-0.00000075,-29.999981,59.999996,-0.000013,60.000008,-171.090408
37.675003,-0.00000074,-29.999981,59.999996,-0.000013,60.000008,-168.178101
37.700001,-0.00000074,-29.999981,59.999996,-0.000013,60.000008,-165.290787
37.725002,-0.00000073,-29.999981,59.999996,-0.000013,60.000008,-162.428467
37.750000,-0.00000072,-29.999981,59.999996,-0.000013,60.000008,-159.591156
37.775002,-0.00000072,-29.999981,59.999996,-0.000013,60.000008,-156.778854
37.800003,-0.00000071,-29.999981,59.999996,-0.000012,60.000008,-153.991531
37.825001,-0.0000007,-29.999981,59.999996,-0.000012,60.000008,-151.229233
37.850002,-0.00000070,-29.999981,59.999996,-0.000012,60.000008,-148.491913
37.875000,-0.00000069,-29.999981,59.999996,-0.000012,60.000008,-145.779602
37.900002,-0.00000069,-29.999981,59.999996,-0.000012,60.000008,-143.092285
37.925003,-0.00000068,-29.999981,59.999996,-0.000012,60.000008,-140.429977
37.950001,-0.00000067,-29.999981,59.999996,-0.000012,60.000008,-137.792679
37.975002,-0.00000067,-29.999981,59.999996,-0.000012,60.000008,-135.180359
38.000000,-0.00000066,-29.999981,59.999996,-0.000012,60.000008,-132.593048
38.025002,-0.00000065,-29.999981,59.999996,-0.000011,60.000008,-130.030731
38.050003,-0.00000065,-29.999981,59.999996,-0.000011,60.000008,-127.493416
38.075001,-0.00000064,-29.999981,59.999996,-0.000011,60.000008,-124.981110
38.100002,-0.00000063,-29.999981,59.999996,-0.000011,60.000008,-122.493805
38.125000,-0.00000063,-29.999985,59.999996,-0.000011,60.000008,-120.031494
38.150002,-0.00000062,-29.999985,59.999996,-0.000011,60.000008,-117.594177
38.175003,-0.00000062,-29.999985,59.999996,-0.000011,60.000008,-115.181870
38.200001,-0.0000006,-29.999985,59.999996,-0.000011,60.000008,-112.794556
38.225002,-0.0000006,-29.999985,59.999996,-0.000011,60.000008,-110.432251
38.250000,-0.00000060,-29.999985,59.999996,-0.000010,60.000008,-108.094940
38.275002,-0.00000059,-29.999985,59.999996,-0.000010,60.000008,-105.782623
38.300003,-0.00000058,-29.999985,59.999996,-0.000010,60.000008,-103.495308
38.325001,-0.00000058,-29.999985,59.999996,-0.000010,60.000008,-101.233002
38.350002,-0.00000057,-29.999985,59.999996,-0.0000100,60.000008,-98.995689
38.375000,-0.00000056,-29.999985,59.999996,-0.0000099,60.000008,-96.783379
38.400002,-0.00000056,-29.999985,59.999996,-0.0000098,60.000008,-94.596062
38.425003,-0.00000055,-29.999985,59.999996,-0.0000097,60.000008,-92.433754
38.450001,-0.00000055,-29.999985,59.999996,-0.0000095,60.000008,-90.296448
38.475002,-0.00000054,-29.999985,59.999996,-0.0000094,60.000008,-88.184135
38.500000,-0.00000053,-29.999985,59.999996,-0.0000093,60.000008,-86.096825
38.525002,-0.00000053,-29.999985,59.999996,-0.0000092,60.000008,-84.034515
38.550003,-0.00000052,-29.999985,60.000004,-0.000009,60.000008,-81.997200
38.575001,-0.00000051,-29.999987,60.000004,-0.0000090,60.000008,-79.984894
38.600002,-0.0000005,-29.999987,60.000004,-0.0000089,60.000008,-77.997581
38.625000,-0.0000005,-29.999987,60.000004,-0.0000088,60.000008,-76.035263
38.650002,-0.00000049,-29.999987,60.000004,-0.0000087,60.000008,-74.097954
38.675003,-0.00000049,-29.999987,60.000004,-0.0000085,60.000008,-72.185646
38.700001,-0.00000048,-29.999987,60.000004,-0.0000084,60.000008,-70.298340
