Position
Time (Seconds),J1 (Degrees),J2 (Degrees),J3 (Degrees),J4 (Degrees),J5 (Degrees),J6 (Degrees)
125.275002,20.294846,10.096380,26.325510,0.0000044,53.578079,-242.736862
125.300003,20.453262,9.702515,26.785275,0.0000083,53.512184,-243.577850
125.325005,20.607904,9.304908,27.246826,0.0000036,53.448238,-244.422607
125.349998,20.758686,8.903585,27.710032,0.0000031,53.386349,-245.272018
125.375000,20.905508,8.498547,28.174826,0.0000026,53.326607,-246.126144
125.400002,21.048286,8.089799,28.641100,0.0000049,53.269073,-246.982788
125.425003,21.186916,7.677404,29.108717,0.0000020,53.213856,-247.843582
125.450005,21.321302,7.261380,29.577568,0.0000043,53.161037,-248.710175
125.474998,21.451340,6.841699,30.047604,0.0000053,53.110672,-249.579544
125.500000,21.576921,6.418435,30.518648,0.0000060,53.062897,-250.454163
125.525002,21.697954,5.991561,30.990662,0.0000014,53.017750,-251.332520
125.550003,21.814314,5.561144,31.463474,0.00000029,52.975353,-252.216354
125.575005,21.925896,5.127194,31.937002,0.0000039,52.935776,-253.104980
125.599998,22.032583,4.689742,32.411118,0.0000068,52.899120,-253.998505
125.625000,22.134270,4.248782,32.885754,-0.0000003,52.865437,-254.896240
125.650002,22.230837,3.804365,33.360764,0.0000034,52.834843,-255.799850
125.675003,22.322142,3.356547,33.836006,0.0000037,52.807423,-256.709534
125.700005,22.408075,2.905304,34.311436,0.0000031,52.783226,-257.622986
125.724998,22.488274,2.452127,34.785389,0.0000042,52.762459,-258.539856
125.750000,22.562431,1.998514,35.256271,0.0000058,52.745201,-259.455627
125.775002,22.630522,1.544548,35.724007,-0.0000002,52.731415,-260.372772
125.800003,22.692524,1.090345,36.188446,0.0000037,52.721180,-261.288025
125.825005,22.748425,0.635973,36.649532,0.0000056,52.714478,-262.204529
125.849998,22.798191,0.181572,37.107113,0.0000052,52.711288,-263.120697
125.875000,22.841818,-0.272793,37.561119,0.0000046,52.711647,-264.035706
125.900002,22.879284,-0.726993,38.011440,0.0000039,52.715519,-264.951111
125.925003,22.910582,-1.180946,38.457981,0.0000060,52.722946,-265.867737
125.950005,22.935705,-1.634559,38.900658,0.0000055,52.733875,-266.783112
125.974998,22.954641,-2.087707,39.339378,0.0000061,52.748310,-267.698822
126.000000,22.967386,-2.540326,39.774067,0.0000053,52.766224,-268.613983
126.025002,22.973923,-2.992244,40.204605,0.0000056,52.787613,-269.528625
126.050003,22.974264,-3.443406,40.630943,0.0000059,52.812439,-270.444305
126.075005,22.968409,-3.893718,41.053013,0.0000057,52.840683,-271.360168
126.099998,22.956356,-4.343047,41.470734,0.0000059,52.872292,-272.275330
126.125000,22.938120,-4.791288,41.884010,0.0000062,52.907261,-273.189697
126.150002,22.913696,-5.238335,42.292805,0.0000060,52.945518,-274.104156
126.175003,22.883112,-5.684068,42.697021,0.0000057,52.987034,-275.019470
126.200005,22.846365,-6.128387,43.096615,0.0000058,53.031757,-275.933807
126.224998,22.803480,-6.571199,43.491539,0.0000053,53.079647,-276.848907
126.250000,22.754477,-7.012357,43.881706,0.0000046,53.130630,-277.763855
126.275002,22.699385,-7.451774,44.267090,0.0000077,53.184658,-278.678528
126.300003,22.638222,-7.889329,44.647614,0.0000061,53.241688,-279.591949
126.325005,22.571018,-8.324894,45.023251,0.0000058,53.301620,-280.507721
126.349998,22.497807,-8.758344,45.393921,0.0000035,53.364410,-281.420258
126.375000,22.418629,-9.189593,45.759609,0.0000042,53.429966,-282.334991
126.400002,22.333521,-9.618525,46.120281,0.0000034,53.498222,-283.247223
126.425003,22.242523,-10.045017,46.475891,0.0000003,53.569118,-284.160583
126.450005,22.145681,-10.468942,46.826393,0.0000028,53.642544,-285.072113
126.474998,22.043055,-10.890163,47.171757,0.0000039,53.718395,-285.985596
126.500000,21.934683,-11.308607,47.511951,0.0000045,53.796642,-286.897064
126.525002,21.820635,-11.724133,47.846966,0.0000027,53.877159,-287.807343
126.550003,21.700970,-12.136617,48.176765,0.0000046,53.959839,-288.717346
126.575005,21.575752,-12.545936,48.501301,-0.0000016,54.044636,-289.627899
126.599998,21.445040,-12.952020,48.820614,0.0000053,54.131397,-290.535950
126.625000,21.308922,-13.354681,49.134624,0.0000045,54.220047,-291.443329
126.650002,21.167469,-13.753851,49.443359,0.0000063,54.310482,-292.349945
126.675003,21.020748,-14.149399,49.746811,0.0000068,54.402588,-293.257721
126.700005,20.868856,-14.541217,50.044941,0.0000099,54.496265,-294.162415
126.724998,20.711882,-14.929208,50.337780,0.0000059,54.591419,-295.066925
126.750000,20.549911,-15.313210,50.625290,0.0000066,54.687923,-295.969086
126.775002,20.383038,-15.693172,50.907490,0.0000072,54.785671,-296.868713
126.800003,20.211367,-16.068949,51.184387,0.0000093,54.884552,-297.768860
126.825005,20.034998,-16.440445,51.455978,0.0000079,54.984463,-298.668274
126.849998,19.854034,-16.807552,51.722271,0.0000069,55.085289,-299.564697
126.875000,19.668581,-17.170168,51.983269,-0.0000013,55.186901,-300.460114
126.900002,19.478756,-17.528219,52.239014,0.0000067,55.289211,-301.352142
126.925003,19.284678,-17.881561,52.489491,0.0000022,55.392075,-302.242798
126.950005,19.086460,-18.230137,52.734737,0.0000023,55.495403,-303.130829
126.974998,18.884235,-18.573830,52.974758,-0.0000008,55.599075,-304.018311
127.000000,18.678116,-18.912588,53.209591,0.0000069,55.702995,-304.902832
127.025002,18.468245,-19.246290,53.439251,0.000006,55.807045,-305.784088
127.050003,18.254734,-19.574892,53.663780,0.0000042,55.911118,-306.663177
127.075005,18.037741,-19.898270,53.883183,0.0000064,56.015079,-307.539856
127.099998,17.817383,-20.216400,54.097523,0.0000053,56.118874,-308.412720
127.125000,17.593817,-20.529173,54.306816,0.0000045,56.222366,-309.283966
127.150002,17.367172,-20.836554,54.511097,0.0000073,56.325447,-310.151031
127.175003,17.137589,-21.138477,54.710419,0.0000093,56.428055,-311.016083
127.200005,16.905220,-21.434870,54.904819,0.0000100,56.530052,-311.875275
127.224998,16.670216,-21.725712,55.094334,0.0000062,56.631371,-312.732056
127.250000,16.432720,-22.010916,55.279015,0.000011,56.731903,-313.586273
127.275002,16.192892,-22.290459,55.458889,0.000011,56.831573,-314.433899
127.300003,15.950860,-22.564310,55.634041,0.0000081,56.930271,-315.281158
127.325005,15.706797,-22.832457,55.804508,-0.00000059,57.027958,-316.121307
127.349998,15.460853,-23.094835,55.970333,0.0000079,57.124500,-316.956726
127.375000,15.213169,-23.351444,56.131577,0.0000084,57.219872,-317.789917
127.400002,14.963930,-23.602276,56.288288,0.000001,57.313988,-318.616547
127.425003,14.713256,-23.847286,56.440529,0.0000030,57.406750,-319.440552
127.450005,14.461319,-24.086493,56.588367,0.0000020,57.498138,-320.256195
127.474998,14.208262,-24.319918,56.731861,0.000013,57.588070,-321.070160
127.500000,13.954268,-24.547506,56.871048,0.0000028,57.676453,-321.876617
127.525002,13.699455,-24.769308,57.006020,0.0000048,57.763294,-322.678192
127.550003,13.443997,-24.985344,57.136833,0.0000086,57.848515,-323.474670
127.575005,13.188046,-25.195606,57.263538,0.0000026,57.932068,-324.264343
127.599998,12.931737,-25.400124,57.386219,0.0000068,58.013912,-325.048523
127.625000,12.675231,-25.598959,57.504940,0.0000047,58.094032,-325.826904
127.650002,12.418682,-25.792114,57.619762,0.0000057,58.172359,-326.599335
127.675003,12.162230,-25.979631,57.730755,0.000010,58.248878,-327.363983
127.700005,11.906026,-26.161564,57.838001,0.0000046,58.323566,-328.123749
127.724998,11.650196,-26.337955,57.941547,0.0000035,58.396423,-328.878448
127.750000,11.394889,-26.508844,58.041481,0.000010,58.467377,-329.623138
127.775002,11.140254,-26.674305,58.137859,0.0000024,58.536449,-330.362335
127.800003,10.886406,-26.834404,58.230770,0.000009,58.603638,-331.094208
127.825005,10.633514,-26.989182,58.320290,0.000003,58.668896,-331.820251
127.849998,10.381671,-27.138706,58.406464,0.0000046,58.732258,-332.535156
127.875000,10.131024,-27.283062,58.489384,0.0000053,58.793694,-333.245514
127.900002,9.881686,-27.422350,58.569118,-0.0000046,58.853241,-333.947693
127.925003,9.633806,-27.556589,58.645741,0.0000030,58.910854,-334.643188
127.950005,9.387479,-27.685926,58.719341,-0.00000089,58.966602,-335.330078
127.974998,9.142829,-27.810375,58.789951,0.0000062,59.020435,-336.008118
128.000000,8.899961,-27.930069,58.857689,0.0000042,59.072395,-336.678925
128.024994,8.659009,-28.045088,58.922581,0.0000056,59.122520,-337.342316
128.049988,8.420057,-28.155521,58.984749,-0.00000094,59.170792,-337.996216
128.074997,8.183220,-28.261459,59.044235,0.0000016,59.217236,-338.642273
128.099991,7.948599,-28.362997,59.101093,0.000000043,59.261906,-339.280396
128.125000,7.716275,-28.460239,59.155441,0.0000064,59.304806,-339.910309
128.149994,7.486359,-28.553255,59.207317,0.0000018,59.345951,-340.529907
128.174988,7.258943,-28.642193,59.256809,0.0000026,59.385395,-341.142944
128.199997,7.034111,-28.727118,59.303978,-0.0000011,59.423145,-341.745209
128.224991,6.811951,-28.808157,59.348900,0.0000021,59.459263,-342.338501
128.250000,6.592520,-28.885376,59.391632,-0.00000072,59.493755,-342.924835
128.274994,6.375922,-28.958937,59.432255,-0.0000017,59.526691,-343.501892
128.299988,6.162225,-29.028872,59.470825,0.0000046,59.558064,-344.069458
128.324997,5.951501,-29.095339,59.507416,0.0000017,59.587936,-344.627350
128.349991,5.743802,-29.158409,59.542107,-0.0000012,59.616318,-345.175385
128.375000,5.539208,-29.218208,59.574924,-0.0000012,59.643288,-345.713348
128.399994,5.337784,-29.274839,59.605976,-0.0000027,59.668869,-346.243439
128.424988,5.139584,-29.328402,59.635303,0.00000039,59.693108,-346.760620
128.449997,4.944651,-29.378998,59.662979,-0.0000001,59.716030,-347.274567
128.474991,4.753054,-29.426712,59.689053,-0.000002,59.737675,-347.772614
128.500000,4.564842,-29.471699,59.713593,-0.00000076,59.758118,-348.264740
128.524994,4.380064,-29.514000,59.736664,0.00000077,59.777344,-348.745575
128.549988,4.198748,-29.553764,59.758324,-0.0000015,59.795444,-349.220306
128.574997,4.020969,-29.591064,59.778614,-0.0000026,59.812458,-349.683411
128.599991,3.846733,-29.625998,59.797604,-0.00000053,59.828400,-350.134583
128.625000,3.676078,-29.658667,59.815361,0.00000045,59.843323,-350.576447
128.649994,3.509074,-29.689167,59.831917,-0.00000094,59.857258,-351.005920
128.674988,3.345716,-29.717590,59.847340,-0.00000079,59.870270,-351.428711
128.699997,3.186058,-29.744036,59.861683,-0.000000046,59.882366,-351.841705
128.724991,3.030123,-29.768604,59.874989,-0.0000012,59.893627,-352.244720
128.750000,2.877940,-29.791346,59.887310,-0.0000014,59.904045,-352.637573
128.774994,2.729518,-29.812410,59.898712,-0.0000026,59.913704,-353.020050
128.799988,2.584894,-29.831831,59.909222,-0.000001,59.922638,-353.391968
128.824997,2.444091,-29.849716,59.918896,-0.000002,59.930832,-353.760071
128.849991,2.307127,-29.866129,59.927765,-0.0000018,59.938374,-354.110107
128.875000,2.174006,-29.881176,59.935894,-0.0000025,59.945293,-354.452576
128.899994,2.044758,-29.894926,59.943333,-0.0000037,59.951595,-354.787445
128.924988,1.919400,-29.907438,59.950092,-0.0000014,59.957363,-355.110596
128.949997,1.797947,-29.918797,59.956223,-0.0000024,59.962582,-355.421814
128.974991,1.680407,-29.929094,59.961781,-0.0000022,59.967327,-355.724945
129.000000,1.566779,-29.938375,59.966785,-0.0000027,59.971596,-356.011017
129.024994,1.457088,-29.946709,59.971287,-0.0000026,59.975433,-356.293152
129.049988,1.351345,-29.954178,59.975311,-0.0000019,59.978882,-356.562012
129.074997,1.249538,-29.960831,59.978897,-0.0000027,59.981945,-356.822083
129.099991,1.151693,-29.966749,59.982086,-0.0000026,59.984669,-357.073181
129.125000,1.057818,-29.971956,59.984894,-0.000003,59.987064,-357.315094
129.149994,0.967916,-29.976501,59.987358,-0.0000031,59.989155,-357.553040
129.174988,0.881995,-29.980505,59.989510,-0.000003,59.991013,-357.764069
129.199997,0.800039,-29.983953,59.991367,-0.0000027,59.992599,-357.977264
129.224991,0.722073,-29.986929,59.992981,-0.0000028,59.993965,-358.180328
129.250000,0.648097,-29.989462,59.994339,-0.0000029,59.995132,-358.373016
129.274994,0.578114,-29.991625,59.995506,-0.000003,59.996128,-358.547668
129.299988,0.512111,-29.993414,59.996479,-0.0000029,59.996948,-358.718353
129.324997,0.450106,-29.994919,59.997284,-0.0000030,59.997646,-358.877258
129.349991,0.392101,-29.996136,59.997940,-0.0000029,59.998207,-359.023743
129.375000,0.338097,-29.997118,59.998478,-0.000003,59.998657,-359.156860
129.399994,0.288078,-29.997917,59.998898,-0.0000033,59.999027,-359.286011
129.424988,0.242080,-29.998522,59.999226,-0.0000031,59.999306,-359.400543
129.449997,0.200068,-29.998991,59.999477,-0.0000031,59.999523,-359.511078
129.474991,0.162044,-29.999319,59.999653,-0.0000032,59.999668,-359.605072
129.500000,0.128042,-29.999578,59.999790,-0.0000033,59.999790,-359.707611
129.524994,0.098027,-29.999739,59.999874,-0.0000033,59.999866,-359.737640
129.549988,0.072018,-29.999851,59.999935,-0.0000033,59.999920,-359.832153
129.574997,0.050014,-29.999908,59.999973,-0.0000033,59.999947,-359.893738
129.599991,0.031997,-29.999956,59.999996,-0.0000033,59.999973,-359.951324
129.625000,0.018004,-29.999964,59.999996,-0.0000033,59.999981,-359.965332
129.649994,0.007999,-29.999973,59.999996,-0.0000033,59.999989,-359.975311
129.674988,0.002000,-29.999981,60.000004,-0.0000033,59.999981,-360.020874
129.699997,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-360.022919
129.724991,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-360.022919
129.750000,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-360.010406
129.774994,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-359.972900
129.799988,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-359.910400
129.824997,-0.000012,-29.999977,60.000008,-0.0000033,59.999973,-359.822906
129.849991,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-359.710419
129.875000,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-359.572906
129.899994,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-359.410400
129.924988,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-359.222900
129.949997,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-359.010406
129.974991,-0.000012,-29.999977,60.000008,-0.0000032,59.999973,-358.772888
130.000000,-0.000011,-29.999977,60.000008,-0.0000032,59.999973,-358.510406
130.024994,-0.000011,-29.999977,60.000008,-0.0000031,59.999973,-358.222900
130.049988,-0.000011,-29.999977,60.000008,-0.0000031,59.999973,-357.910400
130.074997,-0.000011,-29.999977,60.000008,-0.0000031,59.999973,-357.572906
130.099991,-0.000011,-29.999977,60.000008,-0.0000031,59.999973,-357.210388
130.125000,-0.000011,-29.999977,60.000008,-0.000003,59.999973,-356.822906
130.149994,-0.000011,-29.999977,60.000008,-0.000003,59.999973,-356.410431
130.174988,-0.000011,-29.999981,60.000008,-0.000003,59.999973,-355.972900
130.199997,-0.000011,-29.999981,60.000008,-0.000003,59.999973,-355.510406
130.224991,-0.000011,-29.999981,60.000008,-0.000003,59.999973,-355.022919
130.250000,-0.000011,-29.999981,60.000008,-0.000003,59.999973,-354.510406
130.274994,-0.000011,-29.999981,60.000008,-0.000003,59.999973,-353.972931
130.299988,-0.000011,-29.999981,60.000008,-0.0000030,59.999973,-353.410400
130.324997,-0.000011,-29.999981,60.000008,-0.0000030,59.999973,-352.822906
130.349991,-0.000011,-29.999981,60.000008,-0.0000030,59.999973,-352.210388
130.375000,-0.000011,-29.999981,60.000008,-0.0000030,59.999973,-351.572906
130.399994,-0.000011,-29.999981,60.000008,-0.0000029,59.999973,-350.910400
130.424988,-0.000011,-29.999981,60.000008,-0.0000029,59.999973,-350.222900
130.449997,-0.000011,-29.999981,60.000008,-0.0000029,59.999973,-349.510406
130.474991,-0.000011,-29.999981,60.000008,-0.0000029,59.999973,-348.772919
130.500000,-0.000010,-29.999981,60.000008,-0.0000029,59.999973,-348.010406
130.524994,-0.000010,-29.999981,60.000008,-0.0000029,59.999981,-347.222931
130.549988,-0.000010,-29.999981,60.000008,-0.0000029,59.999981,-346.410400
130.574997,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-345.572906
130.599991,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-344.710419
130.625000,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-343.822906
130.649994,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-342.910431
130.674988,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-341.972900
130.699997,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-341.010406
130.724991,-0.000010,-29.999981,60.000008,-0.0000028,59.999981,-340.022919
130.750000,-0.0000100,-29.999981,60.000008,-0.0000027,59.999981,-339.010406
130.774994,-0.0000099,-29.999981,60.000008,-0.0000027,59.999981,-337.972900
130.799988,-0.0000099,-29.999981,60.000008,-0.0000027,59.999981,-336.910400
130.824997,-0.0000098,-29.999981,60.000008,-0.0000027,59.999981,-335.822906
130.849991,-0.0000098,-29.999981,60.000008,-0.0000027,59.999981,-334.710419
130.875000,-0.0000097,-29.999981,60.000008,-0.0000027,59.999981,-333.572906
130.899994,-0.0000097,-29.999981,60.000008,-0.0000027,59.999981,-332.410431
130.924988,-0.0000096,-29.999981,60.000008,-0.0000026,59.999981,-331.222900
130.949997,-0.0000096,-29.999981,60.000008,-0.0000026,59.999981,-330.010406
130.974991,-0.0000095,-29.999981,60.000008,-0.0000026,59.999981,-328.772919
131.000000,-0.0000095,-29.999981,60.000008,-0.0000026,59.999981,-327.510406
131.024994,-0.0000094,-29.999981,60.000008,-0.0000026,59.999981,-326.222900
131.049988,-0.0000094,-29.999981,60.000008,-0.0000026,59.999981,-324.910400
131.074997,-0.0000093,-29.999985,60.000008,-0.0000026,59.999981,-323.572906
131.099991,-0.0000093,-29.999985,60.000008,-0.0000026,59.999981,-322.210419
131.125000,-0.0000092,-29.999985,60.000008,-0.0000025,59.999981,-320.822906
131.149994,-0.0000092,-29.999985,60.000008,-0.0000025,59.999981,-319.410400
131.174988,-0.0000091,-29.999985,60.000008,-0.0000025,59.999981,-317.972900
131.199997,-0.000009,-29.999985,60.000008,-0.0000025,59.999981,-316.510406
131.224991,-0.000009,-29.999985,60.000008,-0.0000025,59.999981,-315.022919
131.250000,-0.0000090,-29.999985,60.000008,-0.0000025,59.999981,-313.510406
131.274994,-0.0000089,-29.999985,60.000008,-0.0000025,59.999981,-311.972900
131.299988,-0.0000089,-29.999985,60.000008,-0.0000024,59.999981,-310.410400
131.324997,-0.0000088,-29.999985,60.000008,-0.0000024,59.999981,-308.822906
131.349991,-0.0000088,-29.999985,60.000008,-0.0000024,59.999981,-307.210419
131.375000,-0.0000087,-29.999985,60.000008,-0.0000024,59.999981,-305.572906
131.399994,-0.0000087,-29.999985,60.000008,-0.0000024,59.999981,-303.910431
131.424988,-0.0000086,-29.999985,60.000008,-0.0000024,59.999981,-302.222900
131.449997,-0.0000086,-29.999985,60.000008,-0.0000024,59.999981,-300.510406
131.474991,-0.0000085,-29.999985,60.000008,-0.0000023,59.999981,-298.772919
131.500000,-0.0000085,-29.999985,60.000008,-0.0000023,59.999981,-297.010406
131.524994,-0.0000084,-29.999985,60.000008,-0.0000023,59.999981,-295.222900
131.549988,-0.0000084,-29.999985,60.000008,-0.0000023,59.999981,-293.410400
131.574997,-0.0000083,-29.999985,60.000008,-0.0000023,59.999981,-291.572906
131.599991,-0.0000083,-29.999985,60.000008,-0.0000023,59.999981,-289.710388
131.625000,-0.0000082,-29.999985,60.000008,-0.0000023,59.999981,-287.822906
131.649994,-0.0000082,-29.999985,60.000008,-0.0000022,59.999981,-285.910400
131.674988,-0.0000081,-29.999985,60.000008,-0.0000022,59.999981,-283.972900
131.699997,-0.000008,-29.999985,60.000008,-0.0000022,59.999981,-282.010406
131.724991,-0.000008,-29.999985,60.000008,-0.0000022,59.999981,-280.022888
131.750000,-0.0000080,-29.999985,60.000008,-0.0000022,59.999981,-278.010406
131.774994,-0.0000079,-29.999985,60.000008,-0.0000022,59.999981,-275.972900
131.799988,-0.0000079,-29.999985,60.000008,-0.0000022,59.999981,-273.910400
131.824997,-0.0000078,-29.999985,60.000008,-0.0000022,59.999981,-271.822906
131.849991,-0.0000078,-29.999985,60.000008,-0.0000021,59.999981,-269.710419
131.875000,-0.0000077,-29.999985,60.000008,-0.0000021,59.999981,-267.572906
131.899994,-0.0000077,-29.999985,60.000008,-0.0000021,59.999981,-265.410431
131.924988,-0.0000076,-29.999985,60.000008,-0.000002,59.999981,-263.222900
131.949997,-0.0000076,-29.999987,60.000008,-0.000002,59.999981,-261.010406
131.974991,-0.0000075,-29.999987,60.000008,-0.000002,59.999981,-258.772919
132.000000,-0.0000075,-29.999987,60.000008,-0.000002,59.999981,-256.510406
132.024994,-0.0000074,-29.999987,60.000008,-0.000002,59.999981,-254.222900
132.049988,-0.0000074,-29.999987,60.000008,-0.000002,59.999981,-251.910416
132.074997,-0.0000073,-29.999987,60.000008,-0.000002,59.999981,-249.572906
132.099991,-0.0000073,-29.999987,60.000008,-0.0000020,59.999981,-247.210388
132.125000,-0.0000072,-29.999987,60.000008,-0.0000020,59.999989,-244.822922
132.149994,-0.0000072,-29.999987,60.000004,-0.0000020,59.999989,-242.410416
132.174988,-0.0000071,-29.999987,60.000004,-0.0000020,59.999989,-239.972900
132.199997,-0.000007,-29.999987,60.000004,-0.0000019,59.999989,-237.510406
132.224991,-0.000007,-29.999987,60.000004,-0.0000019,59.999989,-235.022903
132.250000,-0.0000070,-29.999987,60.000004,-0.0000019,59.999989,-232.510406
132.274994,-0.0000069,-29.999987,60.000004,-0.0000019,59.999989,-229.972916
132.299988,-0.0000069,-29.999987,60.000004,-0.0000019,59.999989,-227.410416
132.324997,-0.0000068,-29.999987,60.000004,-0.0000019,59.999989,-224.822906
132.349991,-0.0000068,-29.999987,60.000004,-0.0000019,59.999989,-222.210419
132.375000,-0.0000067,-29.999987,60.000004,-0.0000018,59.999989,-219.572906
132.399994,-0.0000067,-29.999987,60.000004,-0.0000018,59.999989,-216.910400
132.424988,-0.0000066,-29.999987,60.000004,-0.0000018,59.999989,-214.222900
132.449997,-0.0000066,-29.999987,60.000004,-0.0000018,59.999989,-211.510406
132.474991,-0.0000065,-29.999987,60.000004,-0.0000018,59.999989,-208.772903
132.500000,-0.0000065,-29.999987,60.000004,-0.0000018,59.999989,-206.010406
132.524994,-0.0000064,-29.999987,60.000004,-0.0000018,59.999989,-203.222916
132.549988,-0.0000064,-29.999987,60.000004,-0.0000018,59.999989,-200.410400
132.574997,-0.0000063,-29.999987,60.000004,-0.0000017,59.999989,-197.572906
132.599991,-0.0000063,-29.999987,60.000004,-0.0000017,59.999989,-194.710403
132.625000,-0.0000062,-29.999987,60.000004,-0.0000017,59.999989,-191.822906
132.649994,-0.0000062,-29.999987,60.000004,-0.0000017,59.999989,-188.910416
132.674988,-0.0000061,-29.999987,60.000004,-0.0000017,59.999989,-185.972916
132.699997,-0.000006,-29.999987,60.000004,-0.0000017,59.999989,-183.010406
132.724991,-0.000006,-29.999987,60.000004,-0.0000017,59.999989,-180.022903
132.750000,-0.0000060,-29.999987,60.000004,-0.0000016,59.999989,-177.035217
132.774994,-0.0000059,-29.999987,60.000004,-0.0000016,59.999989,-174.072525
132.799988,-0.0000059,-29.999987,60.000004,-0.0000016,59.999989,-171.134827
132.824997,-0.0000058,-29.999987,60.000004,-0.0000016,59.999989,-168.222137
132.849991,-0.0000058,-29.999990,60.000004,-0.0000016,59.999989,-165.334457
132.875000,-0.0000057,-29.999990,60.000004,-0.0000016,59.999989,-162.471756
132.899994,-0.0000057,-29.999990,60.000004,-0.0000016,59.999989,-159.634079
132.924988,-0.0000056,-29.999990,60.000004,-0.0000015,59.999989,-156.821381
132.949997,-0.0000056,-29.999990,60.000004,-0.0000015,59.999989,-154.033691
132.974991,-0.0000055,-29.999990,60.000004,-0.0000015,59.999989,-151.270996
133.000000,-0.0000055,-29.999990,60.000004,-0.0000015,59.999989,-148.533310
133.024994,-0.0000054,-29.999990,60.000004,-0.0000015,59.999989,-145.820618
133.049988,-0.0000054,-29.999990,60.000004,-0.0000015,59.999989,-143.132919
133.074997,-0.0000053,-29.999990,60.000004,-0.0000015,59.999989,-140.470230
133.099991,-0.0000053,-29.999990,60.000004,-0.0000014,59.999989,-137.832550
133.125000,-0.0000052,-29.999990,60.000004,-0.0000014,59.999989,-135.219849
133.149994,-0.0000052,-29.999990,60.000004,-0.0000014,59.999989,-132.632172
133.174988,-0.0000051,-29.999990,60.000004,-0.0000014,59.999989,-130.069473
133.199997,-0.000005,-29.999990,60.000004,-0.0000014,59.999989,-127.531776
133.224991,-0.000005,-29.999990,60.000004,-0.0000014,59.999989,-125.019089
133.250000,-0.0000050,-29.999990,60.000004,-0.0000014,59.999989,-122.531395
133.274994,-0.0000049,-29.999990,60.000004,-0.0000014,59.999989,-120.068703
133.299988,-0.0000049,-29.999990,60.000004,-0.0000013,59.999989,-117.631020
133.324997,-0.0000048,-29.999990,60.000004,-0.0000013,59.999989,-115.218323
133.349991,-0.0000048,-29.999990,60.000004,-0.0000013,59.999989,-112.830635
133.375000,-0.0000047,-29.999990,60.000004,-0.0000013,59.999989,-110.467941
133.399994,-0.0000047,-29.999990,60.000004,-0.0000013,59.999989,-108.130257
133.424988,-0.0000046,-29.999990,60.000004,-0.0000013,59.999989,-105.817558
133.449997,-0.0000046,-29.999990,60.000004,-0.0000013,59.999989,-103.529869
133.474991,-0.0000045,-29.999990,60.000004,-0.0000012,59.999989,-101.267181
133.500000,-0.0000045,-29.999990,60.000004,-0.0000012,59.999989,-99.029488
133.524994,-0.0000044,-29.999990,60.000004,-0.0000012,59.999989,-96.816795
133.549988,-0.0000044,-29.999990,60.000004,-0.0000012,59.999989,-94.629112
133.574997,-0.0000043,-29.999990,60.000004,-0.0000012,59.999989,-92.466415
133.599991,-0.0000043,-29.999990,60.000004,-0.0000012,59.999989,-90.328728
133.625000,-0.0000042,-29.999990,60.000004,-0.0000012,59.999989,-88.216034
133.649994,-0.0000042,-29.999990,60.000004,-0.0000011,59.999989,-86.128342
133.674988,-0.0000041,-29.999990,60.000004,-0.0000011,59.999989,-84.065659
133.699997,-0.000004,-29.999990,60.000004,-0.0000011,59.999989,-82.027962
133.724991,-0.000004,-29.999994,60.000004,-0.0000011,59.999996,-80.015274
133.750000,-0.0000040,-29.999994,60.000004,-0.000001,59.999996,-78.027580
133.774994,-0.0000039,-29.999994,60.000004,-0.000001,59.999996,-76.064888
133.799988,-0.0000039,-29.999994,60.000004,-0.000001,59.999996,-74.127197
133.824997,-0.0000038,-29.999994,60.000004,-0.000001,59.999996,-72.214508
133.849991,-0.0000038,-29.999994,60.000004,-0.000001,59.999996,-70.326820
133.875000,-0.0000037,-29.999994,60.000004,-0.000001,59.999996,-68.464127
133.899994,-0.0000037,-29.999994,60.000004,-0.000001,59.999996,-66.626434
133.924988,-0.0000036,-29.999994,60.000004,-0.00000099,59.999996,-64.813744
133.949997,-0.0000036,-29.999994,60.000004,-0.00000098,59.999996,-63.026054
133.974991,-0.0000035,-29.999994,60.000004,-0.00000097,59.999996,-61.263363
134.000000,-0.0000035,-29.999994,60.000004,-0.00000095,59.999996,-59.525673
134.024994,-0.0000034,-29.999994,60.000004,-0.00000094,59.999996,-57.812984
134.049988,-0.0000034,-29.999994,60.000004,-0.00000092,59.999996,-56.125290
134.074997,-0.0000033,-29.999994,60.000004,-0.00000091,59.999996,-54.462597
134.099991,-0.0000033,-29.999994,60.000004,-0.00000090,59.999996,-52.824909
